product_id;name;brand;category;price;size_value;size_unit;ingredients;key_ingredients;source;date_collected
P208;hair expert hair conditioner;Safi;Conditioner;49900;160; gr;aqua water, dimethicone, stearyl alcohol, cetearyl alcohol, propylene glycol, behentrimonium chloride, cetrimonium chloride, amodimethicone, bis-aminopropyl dimethicone, olea europaea fruit oil, bht, tetrasodium edta, citric acid, nigella sativa seed oil, niacinamide, nicotinamide, charcoal powder, maltodextrin, calcium pantothenate, sodium ascorbyl phosphate, amylodextrin, tocopheryl acetate, pyridoxine hcl, silica, fragrance, parfum, aroma, dmdm hydantoin, ci 19140, acid yellow 23, yellow 5 lake, yellow no4, ci 15985, yellow 6, silicone quaternium-16, peg-14m, sodium hydroxide, argania spinosa kernel oil, sodium chloride;"[""glycerin"", ""dimethicone"", ""glycerin"", ""tocopherol"", ""camellia sinensis leaf extract""]";https://www.sociolla.com/conditioner/25184-hair-expert-hair-conditioner;03/02/2026
P209;tresemme conditioner for bleached hair color radiance & repair 250ml;TRESemmé;Conditioner;124200;250; ml;water, cetearyl alcohol, dimethicone, behentrimonium chloride, perfume, dipropylene glycol, strearamidopropyl dimethylamine, amodimethicone, sodium chloride, lactic acid disodium edta, phenoxyethanol, peg-7 propylheptyl ether, cetrimonium chloride, cyclotetrasiloxane, magnesium nitrate, helianthus annuus seed oil, glycine soja phytoplacenta extract, sodium sulfate, methylchloroisothiazolinone, magnesium chloride, methylisothiazolinone, glycerin, acetic acid, calcium chloride, ci 60730;"[""dimethicone"", ""glycerin"", ""amodimethicone"", ""panthenol"", ""olea europaea oil"", ""argania spinosa kernel oil"", ""hydrolyzed collagen"", ""glycyrrhiza glabra root extract""]";https://www.sociolla.com/conditioner/48649-kem-xa-color-radiance-and-repair-toc-tay;03/02/2026
P212;conditioner nutri shine;wardah;Conditioner;27500;170; ml;fragrance, disodium edta, ethylhexylglycerin, butylene glycol, argania spinosa kernel oil, phytosteryl octyldodecyl lauroyl glutamate, vitis vinifera seed extract;"[""dimethicone"", ""ricinus communis seed oil"", ""hydrolyzed wheat protein"", ""argania spinosa kernel oil"", ""simmondsia chinensis seed oil"", ""glycerin""]";https://www.sociolla.com/conditioner/9620-conditioner-nutri-shine;03/02/2026
P213;herbalism treatment;la'dor;Conditioner;135000;150;ml;purified water, cetearyl alcohol, propylene glycol, aminopropyl dimethicone, c13-15 alkane, steartrimonium chloride, dimethicone, cetrimonium chloride, cetyl alcohol, stearamidopropyl dimethylamine, c12-14 sec-pareth-7, amodimethicone, trideceth-12, camellia japonica seed oil, vitis vinifera seed oil, argania spinosa kernel oil, glyceryl stearate se, hydroxyethylcellulose, 1, 2-hexanediol, hamamelis virginiana leaf extract, salvia officinalis leaf extract, melissa officinalis leaf extract, mentha piperita extract, lavandula angustifolia extract, houttuynia cordata extract, eucalyptus globulus leaf extract, arginine, leucine, tryptophan, ;"[""dimethicone"", ""dimethicone"", ""argania spinosa kernel oil"", ""panthenol"", ""glycerin""]";https://www.sociolla.com/conditioner/59453-lador-herbalism-treatment;03/02/2026
P214;diane be true damage repair healthy treatment 400ml;Moist Diane;Conditioner;155000;400;ML;aqua, cetearyl alcohol, dimethicone, ricinus communis seed oil, polyepsilon-lysine, glucose, butylene glycol, hydrolyzed pea protein, ocimum sanctum leaf extract, persea gratissima oil, argania spinosa kernel oil, butyrospermum parkii butter, ethylhexyl palmitate, bis-behenyl isostearyl phytosteryl dimer dilinoleyl dimer dilinoleate, opuntia ficus-indica seed oil, hydrogenated castor oil isostearate, dimethiconol, sodium lactate, hydroxyethylcellulose, glyceryl tri-hydrogenated rosinate, steartrimonium chloride, cetrimonium chloride, dicocodimonium chloride, isopropyl alcohol, lactic acid, disodium edta, phenoxyethanol, fragrance components and finished fragrance;"[""glycerin"", ""butyrospermum parkii"", ""dimethicone"", ""glycerin""]";https://www.sociolla.com/conditioner/80757-diane-be-true-damage-repair-healthy-treatment-400ml;03/02/2026
P216;rose oil orchid nourish conditioner;Beamarry New York;Conditioner;227184;380;ml;aqua cetearyl alcohol, amodimethicone peg-100 stearate, isopropyl myristate, hydroxyethylcellulose glyceryl stearate, dmdm hydantoin, parfum, glycerin, propylene glycol, lactic acid, phenoxyethanol trideceth-10, c 60730, cetrimonium chloride, macadamia ternifolia seed oil argania spinosa kernel oil, panthenol, biotin, lavandula angustifolia extract, keratin, hydrolyzed keratin, oxidized keratin, aven satia kernel extract, tremella fuciformis extract, opuntia streptacantha stem extract, centella asiatica extract;"[""dimethicone"", ""glycerin""]";https://www.sociolla.com/conditioner/85226-rose-oil-orchid-nourish-conditioner;03/02/2026
P217;extra vital treatment;Moist Diane;Conditioner;136000;450; ml;aqua, cetearyl alcohol, dimethicone, steartrimonium chloride, parfum, phenoxyethanol, bis-behenyl isosteryl phytosteryl dimer dilinoleyl dime dilinoleate, hydrogenated castor oil isostearate, ethylhexyl palmitate, ricinus communis seed oil, isopropyl alcohol, cetrimonium chloride, hydroxyethylcellulose, dimethiconol, glucose, dicocodimonium chloride, glyceryl tri-hydrogenated rosinate [c] hydrogenated glyceryl dehydroabietate tetrahydroabietate, disodium edta, caramel, hydrolyzed silk pg-propyl methylsilanediol, argania spinosa callus culture extract, butylene glycol, alcohol, pisum sativum sprout extract, hydroxypropyltrimonium hydrolyzed keratin, isomalt, pana;"[""dimethicone"", ""glycerin""]";https://www.sociolla.com/conditioner/72040-extra-vital-treatment;03/02/2026
P218;jmella disney in france sparkling rosé no. 05 hair treatment;jmella;Conditioner;154000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""dimethicone"", ""hydrolyzed collagen""]";https://www.sociolla.com/conditioner/85296-jmella-disney-in-france-sparkling-rose-no-05-hair-treatment;03/02/2026
P219;kundal barley yeast scalp care treatment;Kundal;Conditioner;169000;200;ml;water, stearyl alcohol, dipropylene glycol, cetyl alcohol, behentrimonium chloride, caprylic capric triglyceride, hydrogenated coconut oil, sorbitol, stearamidopropyl dimethylamine, saccharomyces cerevisiae extract, butylene glycol, menthol, alcohol, caprylyl glycol, aspartic acid, ethylhexylglycerin, polyglyceryl-4 caprate, propanediol, glycine soja germ extract, polyglyceryl-10 isostearate, polyglyceryl-6 caprylate, 1, 2-hexanediol, polyglyceryl-10 oleate, maltodextrin, moringa oleifera seed extract, tocopherol, glycerin, biotin, camellia sinensis seed oil, carthamus tinctorius seed oil, galactomyces ferment filtrate, hydroxypropyltrimonium hyaluronate, plukenetia v;"[""caffeine""]";https://www.sociolla.com/conditioner/83877-kundal-barley-yeast-scalp-care-treatment;03/02/2026
P220;serum styling conditioner;Mise En Scène;Conditioner;149000;530;mL;ingredients : water aqua eau, glycerin, dipropylene glycol, cetyl alcohol, stearyl alcohol, cetyl ethylhexanoate, behentrimonium chloride, dimethicone, isopropyl alcohol, fragrance parfum, hydroxyethylcellulose, disodium edta, linalool, benzyl benzoate, argania spinosa kernel oil, simmondsia chinensis seed oil, olea europaea fruit oil, prunus armeniaca kernel oil, camellia japonica seed oil, cocos nucifera oil, coco-caprylate caprate, sclerocarya birrea seed oil, glycolipids;"[""dimethicone"", ""dimethicone""]";https://www.sociolla.com/conditioner/83505-serum-styling-conditioner;03/02/2026
P222;orange flower shining color conditioner (for colored hair);Dancoly;Conditioner;239000;400; ml;aqua water, peg-4 sorbitan stearate, glyceryl stearates, polyoxyethylene cetyl-stearyl ether, dimethicone silsesquioxane copolymer, cetrimonium chloride, hyaluronic acid, hydroxypropyl guar, simmondsia chinensis oil peg-8 esters, vitis vinifera seed oil, citrus aurantium amara flower extract, pelargonium graveolens extract, rosa rugosa flower extract, phenoxyethanol;"[""tocopheryl acetate"", ""hydrolyzed silk"", ""retinyl palmitate""]";https://www.sociolla.com/conditioner/9713-orange-flower-shining-color-conditioner-for-colored-hair;03/02/2026
P224;so so so smooth conditioner;Lavojoy;Conditioner;71900;300;ml;water, cetearyl alcohol, glycerin, dimethicone, behentrimonium chloride, bis-aminopropyl dimethicone, phenoxyethanol, isopropyl alcohol, aroma, chlorphenesin, hydroxyethylcellulose, dimethiconol, acrylamidopropyltrimonium chloride acrylamide copolymer, disodium edta, citric acid, limnanthes alba seed oil, simsmondsia chinensis seed oil, squalane, olea europaea fruit oil, polysorbate 60, disodium phosphate, sodium hyaluronate, sodium phosphate;"[""lactic acid"", ""tocopherol"", ""hydrolyzed silk"", ""salicylic acid"", ""amodimethicone""]";https://www.sociolla.com/conditioner/82866-so-so-so-smooth-conditioner;03/02/2026
P226;ultimate repair leave-in cream;Beamarry New York;Conditioner;278784;220; ml;aqua, dimethicone, mineral oil, cyclo pentasiloxane, dimethiconol, glycerin, polyacrylamide, cyclohexasiloxane, phenoxyethanol, hydroxyethylcellulose, dmdm hyndanton, c13-14 isoparaffin, parfum, olea europaea fruit oil, peg-14m, panthenol, laureth-7, argania spinosa kernel oil, keratin, hydrolyzed keratin, oxidized keratin, prunus amygdalusdulcis oil, simmondsia chinesis seed oil, butyrospermum parkil, cocos nucifera oil, healianthus annuus seed oil;"[""dimethicone"", ""dimethicone""]";https://www.sociolla.com/conditioner/85246-ultimate-repair-leave-in-cream;03/02/2026
P227;sos nourishing conditioner lazy sunday;Lavojoy;Conditioner;29000;300; ml;spesial ingredients: tir-oil : argan oil: membantu menghidrasi tahan lama jojoba seed oil: mengunci kelembapan, lebih halus, dan bebas kusut grape seed oil: menambah kilau, mengurangi keriting, dan mencegah kerusakan sericin : untuk memelihara dan membantu mencegah kerusakan b5 : membantu menguatkan akar rambut full ingredients: water, cetearyl alcohol, glycerin, dimethicone, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, cocodimonium hydroxypropyl hydrolyzed wheat protein, fragrance, bis-aminopropyl dimethicone, behentrimonium chloride, hydroxyethylcellulose, panthenol, simmondsia chinensis seed oil, vitis vinifera seed oil, capryly;"[""caffeine"", ""arginine""]";https://www.sociolla.com/conditioner/68756-sos-nourishing-conditioner-lazy-sunday;03/02/2026
P231;jmella disney in france blooming peony no. 01 hair treatment;jmella;Conditioner;154000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""argania spinosa kernel oil"", ""simmondsia chinensis seed oil"", ""olea europaea oil"", ""tocopherol""]";https://www.sociolla.com/conditioner/85293-jmella-disney-in-france-blooming-peony-no-01-hair-treatment;03/02/2026
P234;silver screen conditioner 250ml;CBD Professional;Conditioner;120300;250;ml;aqua, polyquaternium-7, behentrimonium chloride, dimethicone, cetearyl alcohol, perfume, glycerin, dioleyl phosphate, oleth-5 phosphate, caprylic capric triglyceride, hydroxyethylcellulose, phenoxyethanol, isopropyl alcohol, polyquaternium-10, cetrimonium chloride, bht, panthenol, disodium edta, sodium metabisulfite, citric acid, sunflower oil, tocopheryl acetate, 1, 2-hexanediol, sodium hyaluronate, hyaluronic acid, hydrolyzed hyaluronic acid, hydrolyzed sodium hyaluronate, hydroxypropyltrimonium hyaluronate, potassium hyaluronate, , peg-9 diglycidyl ether sodium hyaluronate crosspolymer, sodium acetylated hyaluronate, ci 60730;"[""keratin""]";https://www.sociolla.com/conditioner/79469-silver-screen-conditioner-250ml;03/02/2026
P235;extra night repair treatment;Moist Diane;Conditioner;136000;450;ml;aqua, cetearyl alcohol, dimethicone, triethyl citrate, propanediol, gamma-docosalactone, quaternium-33, mannitol, glucose, keratin, ethylhexyl palmitate, pouteria sapota seed oil, mangifera indica seed oil, bis-ethoxydiglycol cyclohexane 1, 4-dicarboxylate, isononyl isononanoate, isostearoyl hydrolyzed keratin, glycine soja sterols, ceramide ng, argania spinosa kernel oil, ceramide as, ceramide np, ceramide ap, ceramide eop, bis-behenyl isostearyl phytosteryl dimer dilinoleyl dimer dilinoleate, carapa guaianensis seed oil, opuntia ficus-indica seed oil, hydrogenated castor oil isostearate, cellulose, sodium lactate, cholesterol, hydrolyzed keratin, hydroxyethylcellulose, hydroxypropyl meth;"[""caffeine"", ""arginine""]";https://www.sociolla.com/conditioner/75980-extra-night-repair-treatment;03/02/2026
P237;perfumed hair treatment;la'dor;Conditioner;245000;380;ml;aqua, butylene glycol, glycerin, dimethicone, cetearyl alcohol, propylene glycol, behentrimonium chloride, dipropylene glycol, hydrogenated polydecene, fragrance, phenoxyethanol, sodium benzoate, polyquaternium-7, glycine soja oil, disodium edta, avena sativa protein extract, linalool, limonene, caramel, coumarin, 1, 2-hexanediol, gardenia florida fruit extract, citronellol, dextrin, hydroxycitronellal, hydrogenated lechitin, tocopherol, polyglyceryl-10 laurate, polyglyceryl-4 caprate, stearic acid, elastin, keratin, capryl glycol, gelatin, quaternium-33, cholesterol, caprylic capric triglyceride, ceramide np, adansonia digitata seed oil, ceramide as, ceramide ns, ceramide ap, ceramide eop;"[""tocopheryl acetate"", ""retinyl palmitate"", ""argania spinosa kernel oil"", ""amodimethicone""]";https://www.sociolla.com/conditioner/94779-lador-perfumed-hair-treatment;03/02/2026
P238;black bean anti hair loss treatment;Nature Republic;Conditioner;300000;200;ml;water, glycerin, dipropylene glycol, cetyl alcohol, propylene glycol, stearamidopropyl dimethylamine, glyceryl stearate, polysorbate 60, isoamyl laurate, cetyl ethylhexanoate, behentrimonium chloride, stearyl alcohol, ppg-3 caprylyl ether, steartrimonium chloride, panthenol, caprylyl glycol, zinc pyrithione, mentha piperita oil, polyquaternium-10, citrus aurantifolia oil, salicylic acid, limonene, niacinamide, menthol, betaine, acacia senegal gum, citric acid, hydroxypropyl methylcellulose, peat water, butylene glycol, centella asiatica leaf extract, 1, 2-hexanediol, potassium sorbate, glyci;"[""tocopheryl acetate"", ""retinyl palmitate"", ""argania spinosa kernel oil"", ""amodimethicone""]";https://www.sociolla.com/conditioner/77128-black-bean-anti-hair-loss-treatment;03/02/2026
P239;hydrating conditioner;sukin;Conditioner;215000;500; ml;olive oil, vit e, shea butter, coconut oil & extract, sesame oil, coconut, lime;"[""glycerin"", ""rosmarinus officinalis leaf oil"", ""menthol"", ""rosmarinus officinalis leaf extract"", ""biotin"", ""melaleuca alternifolia oil""]";https://www.sociolla.com/conditioner/28970-hydrating-conditioner;03/02/2026
P241;in france queen 5' no. 04 hair treatment;jmella;Conditioner;139000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""niacinamide"", ""aloe barbadensis leaf extract"", ""glycerin"", ""panthenol"", ""oleanolic acid"", ""biotinoyl tripeptide-1"", ""arginine""]";https://www.sociolla.com/conditioner/73318-jmella-in-france-queen-5-no-04-hair-treatment;03/02/2026
P243;conditioner hair fall;wardah;Conditioner;27500;170; ml;aqua, cetyl alcohol, dimethicone, bis-aminopropyl dimethicone, stearyl alcohol, behentrimonium methosulfate, phenoxyethanol, octamethylcyclotetrasiloxane, fragrance, hydrolyzed keratin, disodium edta, ethylhexylglycerin, propylene glycol, rosmarinus officinalis oil, peg-40 hydrogenated castor oil, trideceth-9, glucose, lactic acid, panax ginseng root extract, sodium benzoate, potassium sorbate, caramel;"[""glycerin"", ""amodimethicone"", ""camellia sinensis leaf extract"", ""centella asiatica extract"", ""arginine""]";https://www.sociolla.com/conditioner/9621-conditioner-hair-fall;03/02/2026
P244;pomelo hair conditioner;Cocoon;Conditioner;160000;310;ml;aqua water, cetearyl alcohol, cetyl alcohol, cocos nucifera oil, caprylic capric triglyceride, glycereth-26, dipalmitoylethyl dimonium chloride, citrus grandis peel oil, panthenol, sodium pca, sodium lactate, arginine, aspartic acid, pca, glycine, alanine, serine, valine, proline, threonine, isoleucine, histidine, phenylalanine, xylitylglucoside, anhydroxylitol, maltitol, xylitol, pelvetia canaliculata extract, epilobium angustifolium flower leaf stem extract, thymus vulgaris extract, triticum vulgare seed extract, calcium pantothenate, pyridoxine hcl, tocopherol, mentha piperita oil, dimethicone, amodimethicone, laureth-23, polyquaternium-10, laureth-4, bis-(iso;"[""glycerin"", ""amodimethicone"", ""camellia sinensis leaf extract"", ""centella asiatica extract"", ""arginine""]";https://www.sociolla.com/conditioner/59693-pomelo-hair-conditioner;03/02/2026
P245;kundal refreshing anti-dandruff conditioner;Kundal;Conditioner;130000;240;ml;water, stearyl alcohol, cetyl alcohol, behentrimonium chloride, dipropylene glycol, sorbitol, stearamidopropyl dimethylamine, caprylic capric triglyceride, hydrogenated coconut oil, alcohol, caprylyl glycol, aspartic acid, climbazole, menthol, ethylhexylglycerin, polyglyceryl-4 caprate, propanediol, polyglyceryl-10 isostearate, polyglyceryl-6 caprylate, malt extract, polyglyceryl-10 oleate, tocopherol, maltodextrin, biotin, melaleuca alternifolia leaf oil, panthenol, piroctone olamine, moringa oleifera seed oil, butyl avocadate, dextrin, moringa oleifera seed extract, hydrolyzed hibiscus esculentus extract, lepidium meyenii root extract, butylene glycol, houttuynia cordata extr;"[""hydrolyzed wheat protein"", ""argania spinosa kernel oil"", ""tocopherol""]";https://www.sociolla.com/conditioner/81320-kundal-refreshing-anti-dandruff-conditioner;03/02/2026
P246;marula repair conditioner;Dancoly;Conditioner;249000;400; ml;aqua, vinifera seed oil, cetearyl acohol, glycerin, cetylalcohol, ceteareth-33, marula oil, hydroxypropyl guar, dimethicone silsequioxane copolymer, cetrimonium chloride, macadamia ternifolia seed oil, pelargonium graveolens extract, parfum fragrance, iris florentina root extract, phenoxyethanol, citric acid;"[""climbazole"", ""piroctone olamine"", ""menthol"", ""camellia sinensis leaf extract"", ""panthenol"", ""aloe barbadensis leaf extract""]";https://www.sociolla.com/conditioner/52713-marula-repair-conditioner;03/02/2026
P247;jmella disney in france queen 5' no. 04 hair treatment;jmella;Conditioner;154000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""dimethicone"", ""salicylic acid""]";https://www.sociolla.com/conditioner/85295-jmella-disney-in-france-queen-5-no-04-hair-treatment;03/02/2026
P248;in france lime & basil no. 03 hair treatment;jmella;Conditioner;139000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""glycerin"", ""butyrospermum parkii"", ""dimethicone"", ""glycerin""]";https://www.sociolla.com/conditioner/73312-jmella-in-france-lime-and-basil-no-03-hair-treatment;03/02/2026
P249;rose elastic conditioner (for curly hair);Dancoly;Conditioner;239000;400; ml;aqua, rosa centifola flower extract, aloe leaf extract, glyceryl strearate, vitis vinifera seed oil, ginko biloba leaf extract, peg-4 sorbitan stearate, polyoxyethylene cetyl-stearyl ether, dimethicone silsesquioxane copolymer, cetrimonium cholride, hyaluronic acid, hydroxypropyl guar, jojoba oil peg-8 esters, phenoxyethanol;"[""tea tree oil""]";https://www.sociolla.com/conditioner/58215-rose-elastic-conditioner-for-curly-hair;03/02/2026
P250;deep cleanse conditioner;sukin;Conditioner;215000;500; ml;avocado oil, algae, vitamin e, lemon myrtle, wheat protein;"[""glycerin"", ""amodimethicone"", ""camellia sinensis leaf extract"", ""centella asiatica extract"", ""arginine""]";https://www.sociolla.com/conditioner/61247-deep-cleanse-conditioner;03/02/2026
P251;veggie pro conditioner;The Bath Box;Conditioner;249000;200;ml;bahan utama: 1 amino acid complex 2% 2 keravis 3% 3 orange, rosemary, lavender, ylang-ylang, dan geranium essential oils bebas sls bebas silicone bebas paraben;"[""dimethicone"", ""dimethicone"", ""argania spinosa kernel oil"", ""panthenol"", ""glycerin""]";https://www.sociolla.com/conditioner/84339-veggie-pro-conditioner;03/02/2026
P252;in france sparkling rosé no. 05 hair treatment;jmella;Conditioner;139000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""keratin"", ""hydrolyzed keratin"", ""ceramide np"", ""argania spinosa kernel oil"", ""ceramide np"", ""ceramide np"", ""hydrolyzed keratin""]";https://www.sociolla.com/conditioner/73320-jmella-in-france-sparkling-rose-no-05-hair-treatment;03/02/2026
P253;moist pro conditioner;The Bath Box;Conditioner;219000;200;ml;bahan utama: 1 real honey ex bunga randu 2 vegetable protein & pea protein 3 japanese gentian, chinese knotweed, simpleleaf chastetree extract bebas sls bebas silicone bebas paraben 84, 2% natural;"[""glycerin"", ""zinc gluconate"", ""panthenol"", ""hydrolyzed keratin"", ""keratin"", ""argania spinosa kernel oil"", ""retinyl palmitate"", ""ascorbic acid""]";https://www.sociolla.com/conditioner/84341-moist-pro-conditioner;03/02/2026
P254;ciara conditioner perfector with loquat leaf;Ciara;Conditioner;95000;275; ml;hero ingredients : loquoat leaf, caffeine, gingseng toot extract, baicapil, biotin;"[""glycerin"", ""argania spinosa kernel oil"", ""niacinamide"", ""polygonum multiflorum root extract"", ""tocopherol"", ""keratin""]";https://www.sociolla.com/conditioner/89033-ciara-conditioner-perfector-with-loquat-leaf;03/02/2026
P255;hello bubble all star smoothing conditioner;Mise En Scène;Conditioner;159000;500;ml;[ingredients] water aqua eau, glycerin, dipropylene glycol, dimethicone, cetyl alcohol, stearyl alcohol, behentrimonium chloride, caprylic capric triglyceride, fragrance parfum, hydroxyethylcellulose, disodium edta, ethylhexylglycerin, limonene, butylene glycol, punica granatum fruit extract, rosa damascena flower extract, 1, 2-hexanediol, tocopherol, camellia sinensis leaf extract;"[""dimethicone"", ""amodimethicone"", ""glycerin"", ""lactic acid""]";https://www.sociolla.com/conditioner/83538-hello-bubble-all-star-smoothing-conditioner;03/02/2026
P256;jmella in france do tyque no. 07 hair treatment;jmella;Conditioner;236000;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, persea gratissima oil, olea europaea fruit oil, argania spinosa kernel oil, camellia japonica seed oil, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glyc;"[""menthol"", ""salicylic acid"", ""panthenol"", ""niacinamide"", ""climbazole"", ""melaleuca alternifolia oil"", ""rosmarinus officinalis leaf extract"", ""centella asiatica extract"", ""biotin""]";https://www.sociolla.com/conditioner/85268-jmella-in-france-do-tyque-no-07-hair-treatment;03/02/2026
P257;tresemme color gloss conditioner light brunette perawatan rambut berwarna 228g?;TRESemmé;Conditioner;188000;228; gr;water, cetearyl alcohol, dimethicone, behentrimonium chloride, fragrance, dipropylene glycol, stearamidopropyl dimethylamine, amodimethicone, sodium chloride, lactic acid, disodium edta, phenoxyethanol, peg-7 propylheptyl ether, cetrimonium chloride, magnesium nitrate, hydrolyzed keratin, lysine hcl, gluconolactone, sodium sulfate, trehalose;"[""glycerin"", ""amodimethicone"", ""camellia sinensis leaf extract"", ""centella asiatica extract"", ""arginine""]";https://www.sociolla.com/conditioner/73493-tresemme-color-gloss-conditioner-light-brunette-perawatan-rambut-berwarna-228g;03/02/2026
P258;jmella disney in france femme fatale no. 02 hair treatment;jmella;Conditioner;92400;500;ml;aqua, stearyl alcohol, cetyl alcohol, stearamidopropyl dimethylamine, parfum, cyclopentasiloxane, behentrimonium chloride, dimethicone, glycerin, steartrimonium chloride, phenoxyethanol, isopropyl alcohol, chlorphenesin, propylene glycol, amodimethicone, cetrimonium chloride, disodium edta, trideceth-12, arachidyl alcohol, butylene glycol, myristyl alcohol, cyclotetrasiloxane, trehalose, panthenol, lauryl alcohol, dipropylene glycol, 1, 2-hexanediol, citric acid, fragaria vesca leaf extract, hydrolyzed collagen, glycine, serine, glutamic acid, aspartic acid, leucine, alanine, lysine, arginine, tyrosine, phenylalanine, proline, threonine;"[""glycerin"", ""glycerin"", ""argania spinosa kernel oil"", ""simmondsia chinensis seed oil"", ""tocopherol"", ""olea europaea oil""]";https://www.sociolla.com/conditioner/85294-jmella-disney-in-france-femme-fatale-no-02-hair-treatment;03/02/2026
