product_id;name;brand;category;price;size_value;size_unit;ingredients;key_ingredients;source;date_collected
P001;hold me tight pro shampoo spring wonder;Lavojoy;Shampoo;97520;280;ml;water, cocamidopropyl hydroxsultaine, sodium c14-16 olefin sulfonate, sodium lauroyl sarcosinate, sodium lauroamphoaetate, sodium taurine cocoyl methyltaurate, sodium chloride, phenoxyethanol, peg-40 hydrogenated castor oil, fragrance, cocamide mea, cocamidopropyl betaine, hydroxyacetopjenone, betaine, peg-6 caprylick capric glycerides, piroctone olamine, sodium isostearoyl lactylate, polyquaternium-10, citric acid, sodium cocoyl isethionate, trimethylolpropane tricaprylate tricaprate, etidronic acid, panthenol, butylene glycol, phytosteryl oleate, glyceryl behenate, sodium benzoate, ppg-26-buteth-26, zingiber officinale root extract, anemarrhena asphodeloides root extract, panax ginseng root extract, propylene glycol, caffeine, angelica polymorpha sinensis root extract, biota orientalis leaf extract, polygonum multiflorum root extract, 1, 2-hexanediol, caprylyl glycol, cyclodextrin, chlorphenesin, adenosine, glycerin, ethylhexylglycerin, diaminopyrimidine oxide, niacinamide, yeast extract, aesculus hippocastanum seed extract, ammonium glycyrrhizate, zinc gluconate, sodium citrate, chrysin, arginine, oleanolic acid, palmityoyl tripeptide-1, myristoyl pentapeptide-4, acetyl tetrapeptide-3, hexapeptide-3, biotin;"[""piroctone olamine"", ""panthenol"", ""panax ginseng root extract"", ""caffeine"", ""polygonum multiflorum root extract"", ""adenosine"", ""glycerin"", ""glycerin"", ""diaminopyrimidine oxide"", ""niacinamide"", ""aesculus hippocastanum seed extract"", ""zinc gluconate"", ""chrysin"", ""arginine"", ""oleanolic acid"", ""acetyl tetrapeptide-3"", ""biotin""]";https://www.sociolla.com/shampoo/77587-hold-me-tight-pro-shampoo-spring-wonder;11/01/2025
P002;real mary exfoliating scalp shampoo;Rated Green;Shampoo;89100;100;ml;water, rosmarinus offici nalis leaf water, sodium cocoyl isethionate, sodium methyl cocoyl taurate, disodium laureth sulfosuccinate, sodium lauroyl lactylate, decyl glucoside, rosmarinus officinalis leaf oil, quillaja saponaria bark extract, zingiber officina le root extract, mentha piperita oil, glycerin, methylpropanediol, lauramide mipa, caprylyl glycol, coco - glucoside, citric acid, 1, 2-hexanediol, trihydroxystearin, caprylic capric triglyceride, ethylhexylglycerin, polyquaternium-10, salicylic acid, sodium citrate, sodium phytate, butylene glycol, tocopherol, alcohol, cetearyl alcohol, sodium benzoate, limonene;"[""rosmarinus officinalis leaf oil"", ""glycerin"", ""glycerin"", ""salicylic acid"", ""tocopherol""]";https://www.sociolla.com/shampoo/14647-real-mary-exfoliating-scalp-shampoo?size=100_ml;11/01/2025
P003;real grow anti-hair loss stimulating scalp spray;Rated Green;Hair Tonic;211500;120;ml;rosmarinus officinalis leaf water, water, alcohol, dipropylene glycol, glycerin, methylpropanediol, rosmarinus officinalis leaf oil, pinus sylvestris leaf oil, glycine soja seed extract, citrus aurantium dulcis peel oil, cocos nucifera fruit extract, octyldodeceth-16, 1, 2-hexanediol, menthol, salicylic acid, panthenol, tromethamine, zinc lactate, ethylhexylglycerin, pentylene glycol, butylene glycol, octanediol, biotin, hydrogenated lecithin, polyglyceryl-10 stearate, sodium ascorbyl phosphate, tocopheryl acetate, glyceryl arachidonate, glyceryl linolenate, retinyl palmitate, caffeine, limonene, linalool, geranio;"[""glycerin"", ""rosmarinus officinalis leaf oil"", ""menthol"", ""salicylic acid"", ""panthenol"", ""zinc lactate"", ""glycerin"", ""biotin"", ""sodium ascorbyl phosphate"", ""tocopheryl acetate"", ""retinyl palmitate"", ""caffeine""]";https://www.sociolla.com/hair-serum/56919-real-grow-anti-hair-loss-stimulating-scalp-spray;11/01/2025
P004;texture experience conditioner green tea butter;Makarizo Professional;Conditioner;66600;250;ml;aqua water, sodium laureth sulfate, cocamidopropyl betaine, glycerin, polyquaternium-7, sodium chloride, fragrance;"[""glycerin""]";https://www.sociolla.com/conditioner/28173-texture-experience-conditioner-green-tea-butter;11/01/2025
P005;keratin pro daily use hair mask;CBD Professional;Hair Mask;76800;250;g;aqua, cyclopentasiloxane, behentrimonium chloride, hydroxypropyl starch phosphate, cetearyl alcohol, perfume, cetyl alcohol, glyceryl stearate, cetrimonium chloride, dimethiconol, isopropanol, peg-100 stearate, phenoxyethanol, panthenol, sodium pca, sorbitan caprylate, bht, disodium edta, hydrolyzed keratin, benzotriazolyl dodecyl p-cresol, sodium metabisulfite, citric acid;"[""panthenol"", ""hydrolyzed keratin""]";https://www.sociolla.com/hair-mask/67659-keratin-pro-daily-use-hair-mask-500gr;11/01/2025
P006;bonvie kemiri gin tonic (with biotin + aloe vera + peppermint);Bonvie;Hair Tonic;90200;60;ml;oleanolic acid, biotin, ginseng, kemiri, peppermint dan aloe vera;"[""oleanolic acid"", ""biotin"", ""panax ginseng root extract""]";https://www.sociolla.com/hair-tonic/86019-bonvie-kemiri-gin-tonic-with-biotin-aloe-vera-peppermint;11/01/2025
P007;rosemary hair growth oil;Lash Boss;Hair Serum;255000;100;ml;rosemary, 3% encapsulated biotin, rice bran oil, argan and jojoba oil;"[""biotin""]";https://www.sociolla.com/hair-oil/82652-rosemary-hair-growth-oil?size=100_ml;11/01/2025
P008;hot oil hair & scalp treatment by ree dermawellness;Ree Derma Wellness;Hair Oil;204600;100;ml;water, capsicum anuum powder, ascorbic acid, pyridoxine, tacopherols, manganese, flavonoids cocos nucifera oil, phylloquinone occurs naturally from ingredients;"[""ascorbic acid""]";https://www.sociolla.com/hair-oil/62563-hot-oil-hair-and-scalp-treatment-by-ree-dermawellness?size=100ml;11/01/2025
P009;erhair scalperfect allantoin & silk protein scalp soothing serum;Erha;Scalp Serum;95200;30;ml;allantoin, hydrolyzed silk protein, piroctone olamine, zinc gluconate, niacinamide, salicylic acid, menthol;"[""allantoin"", ""hydrolyzed silk"", ""piroctone olamine"", ""zinc gluconate"", ""niacinamide"", ""salicylic acid"", ""menthol""]";https://www.sociolla.com/hair-serum/53680-erhair-scalperfect-allantoin-and-silk-protein-scalp-soothing-serum;11/01/2025
P010;ciara hair perfector protein cream;Ciara;Hair Vitamin;109250;60;ml;silk amino extract, rambutan seed extract, keratin, hyaluranic acid;"[""keratin""]";https://www.sociolla.com/hair-serum/85953-ciara-hair-perfector-protein-cream;11/01/2025
P011;premium ex hair fall care & repair conditioner treatment;Tsubaki;Conditioner;179530;450;ml;aqua, stearyl alcohol, isopentyldiol, behentrimonium chloride, glycerin, dimethicone, sorbitol, cetyl alcohol, dipropylene glycol, isopropyl alcohol, fragrance, aminopropyl dimethicone, isopropyl myristate, sodium methyltaurate, peg-2 laurate, salicylic acid, sodium benzoate, phenoxyethanol, c13-16 isoparaffin, polysilicone-13, steartrimonium chloride, laurtrimonium chloride, c10-13 isoparaffin, squalane, disodium edta, camellia japonica seed oil, butylene glycol, cetrimonium chloride, sodium dilauramidoglutamide lysine, amodimethicone, bis-ethylhexyloxyphenol methoxyphenyl triazine, phytosteryl macadamiate, ppg-2-deceth-12, citrus unshiu peel extract, eucheuma serra grateloupia sparsa saccharina angustata ulva linza undaria pinnatifida extract, lactic acid, saccharina angustata undaria pinnatifida extract, tocopherol, phytosteryl octyldodecyl lauroyl glutamate?;"[""glycerin"", ""dimethicone"", ""dimethicone"", ""salicylic acid"", ""amodimethicone"", ""lactic acid"", ""tocopherol""]";https://www.sociolla.com/conditioner/89478-premium-ex-hair-fall-care-and-repair-conditioner-treatment;01/06/2026
P012;hair vitamin keratin hair repair jar;Ellips;Hair Vitamin;115815;50;ml;cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, fragrance;"[""dimethicone"", ""hydrolyzed collagen""]";https://www.sociolla.com/hair-vitamin/28598-vitamin-rambut-keratin-hair-repair-jar;01/06/2026
P013;collagen repair hair serum;CBD Professional;Hair Serum;937205;100;ml;cyclopentasiloxane, isohexadecane, dimethiconol, dimethicone, caprylic capric triglyceride, isopropyl myristate, perfume, aqua, carthamus tinctorius seed oil, rubus idaeus fruit extract, hydrolyzed collagen, phenoxyethanol;"[""hydrolyzed wheat protein"", ""silk amino acids"", ""ceramide np"", ""ceramide np""]";https://www.sociolla.com/hair-serum/76003-collagen-repair-hair-serum-100ml;01/06/2026
P014;missdaisy perfume shampoo - rose & oud;Miss Daisy;Shampoo;369000;500;ml;aqua, sodium lauroyl methylaminopropionate, sodium methyl cocoyl taurate, cocoamidopropyl betaine, lauryl hydroxysultaine, ppg-2 hydroxyethyl coco isostearamide, peg-250 distearate, fragrance, palmitamidopropyltrimonium chloride, dipropylene glycol, phenoxyethanol, citric acid, polyquaternium-10, guar hydroxypropyltrimonium chloride, c10-40 isoalkylamidopropylethyldimonium ethosulfate, tetrasodium edta, o-cymen-5-ol, hydrolyzed wheat protein, silk amino acids, ceramide np, ceramide ap, ceramide eop, phytoshingosine, cholesterol, sodium lauroyl lactylate, carbomer, xanthan gum, nicotiamide, helichrysum italicum extract, hydrolyzed rhodophycea extract;"[""panax ginseng root extract"", ""salicylic acid""]";https://www.sociolla.com/shampoo/76276-missdaisy-perfume-shampoo-rose-and-oud?size=500ml;01/06/2026
P015;intensive scalp serum;Djamujamu;Scalp Serum;203350;45;ml;water, alcohol, pisum sativum sprout extract, ocimum basilicum hairy root culture extract, peg-40 hydrogenated castor oil, panax ginseng root extract, menthyl lactate, hydroxyethylcellulose, sodium benzoate, zingiber officinale root oil, salicylic acid, santalum austrocaledonicum wood oil;"[""menthol"", ""piroctone olamine"", ""panax ginseng root extract""]";https://www.sociolla.com/hair-serum/74234-intensive-scalp-serum;01/06/2026
P016;barber daily 2 in 1 hair tonic bottle;Makarizo Professional;Hair Tonic;82980;140;ml;water, alcohol, propylene glycol, peg-40 hydrogenated castor oil, aloe vera leaf extract, fragrance, phenoxyethanol, menthol, panthenyl ethyl ether, piroctone olamine, citric acid, menthyl lactate, panax ginseng root extract, potassium sorbate, sodium ben;"[""argania spinosa kernel oil""]";https://www.sociolla.com/hair-tonic/28188-barber-daily-2-in-1-hair-tonic-bottle;01/06/2026
P017;argan repair oil;Dancoly;Hair Oil;259470;60;ml;argania spinosa kernel oil helianthus annuus seed oil opuntia tuna extract citrus aurantium amara flower extract boswellia carterii oil parfum phenoxyethanol;"[""aloe barbadensis leaf extract"", ""menthol"", ""dimethicone"", ""piroctone olamine""]";https://www.sociolla.com/hair-oil/9717-argan-repair-oil;01/06/2026
P018;kelaya hair shampoo;Kelaya;Shampoo;48500;100;ml;aqua, sodium laureth sulfate, cocamidopropyl betaine, tetrahydroxy ethyl sulphate- disodium, aloe barbadensis extract, menthol, polyquaternium-7, peg-150 distearate, fragrance, potassium hydroxide, aleurites moluccana extract, cetrimonium chloride, bis pg-amodimethicone, sodium chloride, peg-400, piroctone olamine, tetrasodium edta methylchloroisothiazolinone, methylisothiazolinone;"[""dimethicone"", ""glycerin"", ""panthenol"", ""argania spinosa kernel oil"", ""keratin"", ""hydrolyzed keratin"", ""keratin"", ""rosmarinus officinalis leaf oil""]";https://www.sociolla.com/shampoo/77942-hair-treatment-shampoo-kemiri-and-extract-aloe-vera;01/06/2026
P019;keratin protein repair conditioner;Beamarry New York;Conditioner;152213;380;ml;aqua, cetearyl alcohol, ethylhexyl palmitate, steartrimonium chloride, dimethicone, glyceryl stearate, hydroxyethylcellulose, dmdm hydantoin, parfum, glycerin, propylene glycol phenoxyethanol panthenol macadamia ternifolia seed oil, argania spinosa kernel oil, ci 19140, keratin, hydrolyzed keratin, oxidized keratin, rosmarinus officinalis leaf oil, rosa rugosa flower extract, rosa rugosa flower oil, michelia alba flower oil cymbidium grandiflorum root extract, ci 75470, rosa centifolia flower extract, jasminum officinale extract, bellis perennis flower extract, xanthan gum;"[""dimethicone"", ""argania spinosa kernel oil"", ""tocopheryl acetate"", ""butyrospermum parkii"", ""keratin"", ""hydrolyzed keratin"", ""keratin""]";https://www.sociolla.com/conditioner/85225-keratin-protein-repair-conditioner;01/06/2026
P020;coconut milk hair serum;Beamarry New York;Hair Serum;190246;110;ml;cyclopentasiloxaneisododecane, ethylhexyl palmitate, dimethiconol dimethicone parfum, olea europaea jolive fruit oil argania spinosa kernel oil orbignya oleifera seed oil, tocopheryl acetate, ci 15985, simmondsia chinensis seed oil butyrospermum parkii, vitis vinifera seed oil, prunus amygdalus dulcis oil, keratin, hydrolyzed keratin, oxidized keratin;"[""dimethicone"", ""dimethicone"", ""arginine"", ""zinc pca"", ""tocopherol""]";https://www.sociolla.com/hair-serum/85240-coconut-milk-hair-serum;01/06/2026
P021;fino premium touch permeation essence hair mask;Shiseido Fino;Hair Mask;136856;230;g;water, sorbitol, dimethicone, hydrogenated rapeseed oil alcohol, isopentyldiol, behentrimonium chloride, aminopropyldimethicone, alkyl oxyhydroxypropylarginine hcl, stearyldihydroxypropyldimonium oligosaccharide, glutamate, stearyltrimonium chloride, trehalose, squalane, peg-90m, pca, dilauroyl glutamate, polyquaternium-64, royal jelly extract, isopropanol, cetanol, octyldodecanol, ethanol, pg, bg, silica, bht, tocopherol, phenoxyethanol, sodium benzoate, fragrance, yellow 5;"[""panthenol"", ""hydrolyzed keratin""]";https://www.tokopedia.com/colorsbeaute/shiseido-fino-premium-touch-hair-mask-masker-rambut?extParam=ivf%3Dfalse%26keyword%3Dfino+premium+touch+permeation+essence+hair+mask%26search_id%3D2026022107382711B9842E0A271F39DNIJ%26src%3Dsearch&t_id=1771659741293&t_st=2&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result;01/07/2026
P022;cbd professional keratin pro daily;CBD Professional;Hair Mask;105000;500;gr;aqua, cyclopentasiloxane, behentrimonium chloride, hydroxypropyl starch phosphate, cetearyl alcohol, perfume, cetyl alcohol, glyceryl stearate, cetrimonium chloride, dimethiconol, isopropanol, peg-100 stearate, phenoxyethanol, panthenol, sodium pca, sorbitan caprylate, bht, disodium edta, hydrolyzed keratin, benzotriazolyl dodecyl p-cresol, sodium metabisulfite, citric acid;"[""tocopheryl acetate"", ""hydrolyzed silk"", ""retinyl palmitate""]";https://www.tokopedia.com/cbdprofessional/bbd-cbd-professional-keratin-pro-daily-use-hair-mask-500gr-haircare-treatment-perawatan-setelah-shampoo-conditioner-vitamin-rambut-kering-kusut-kusam-menjadi-halus-berkilau-membersihkan-melembutkan-rambut-seperti-smoothing-1729420095615175062?extParam=ivf%3Dfalse%26keyword%3Dhair+care+hair+mask%26search_id%3D20260107112831CD00692C3BFE5939DSZU%26src%3Dsearch%26whid%3D12613736&t_id=1767785334549&t_st=5&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result;01/07/2026
P023;makarizo hair recovery;Makarizo;Hair Vitamin;69700;50;ml;cyclopentasiloxane, cyclotetrasiloxane, phenyl trimethicone, dimethiconol, fragrance, tocopheryl acetate, hydrolyzed silk, pg-propyl methylsilanediol crosspolymer, hydrogenated soybean oil, retinyl palmitate, ascorbyl palmitate;"[""dimethicone"", ""glycerin"", ""allantoin"", ""arginine"", ""salicylic acid"", ""panax ginseng root extract"", ""hydrolyzed wheat protein"", ""camellia sinensis leaf extract""]";https://www.watsons.co.id/id/makarizo-hair-recovery-pump-50ml/p/BP_45180;01/07/2026
P024;hair fall control shampoo;Lab On Hair;Shampoo;130000;300;ml;water, sodium laureth sulfate, cocamide mea, acrylates copolymer, cocamidopropyl hydroxysultaine, sodium chloride, fragrance, sodium cocoyl glycinate, dimethicone, glycerin, peg-150 distearate, behentrimonium chloride, triethanolamine, zingiber officinale root, polyquaternium-7, methylparaben, allantoin, isopropyl alcohol, disodium edta, propylene glycol, magnesium nitrate, undecylenic acid, arginine, salicylic acid, zingiber officinale root extract, 1, 2-hexanediol, hydroxyacetophenone, propanediol, ci 19140, methylchloroisothiazolinone, magnesium chloride, methylisothiazolinone, panax ginseng root extract, ci 16255, hydrolyzed pea protein, larix europaea wood extract, glycine, sodium metabisulfite, camellia sinensis leaf extract, zinc chloride;"[""hydrolyzed keratin"", ""dimethicone"", ""dimethicone""]";https://www.tokopedia.com/labonhair/lab-on-hair-anti-hair-fall-shampoo-sampo-perawatan-rambut-anti-rontok-anti-hair-fall-shampoo-membantu-revitalisasi-rambut-menjaga-kesehatan-kulit-kepala-mempercepat-pertumbuhan-rambut-dengan-redensyl-emortal-pep-ginger-ginseng-1729439470128564295?extParam=whid%3D16414396&aff_unique_id=&channel=others&chain_key=;01/07/2026
P025;tresemme keratin smooth keratinbond;TRESemmé;Hair Serum;156900;97;ML;cyclopentasiloxane, cyclohexasiloxane, dimethiconol, phenyl trimethicone, sclerocarya birrea seed oil, hydrolyzed keratin, fragrance, aminopropyl dimethicone, dimethicone crosspolymer;"[""diaminopyrimidine oxide"", ""tocopherol"", ""sodium hyaluronate"", ""caffeine"", ""arginine"", ""menthol"", ""piroctone olamine""]";https://www.sociolla.com/hair-serum/73476-tresemme-keratin-smooth-keratinbond-no-4-serum;01/07/2026
P026;elseve aminexil serum;L'Oreal Paris;Hair Serum;125000;102;ml;aqua water, alcohol denat, diaminopyrimidine oxide, tocopherol, sodium hyaluronate, sodium citrate, caffeine, safflower glucoside, peg-40 hydrogenated castor oil, arginine, aminomethyl propanol, ammonium polyacryloyldimethyl taurate, limonene, menthol, piroctone olamine, citric acid, coumarin, parfum fragrance ;"[""niacinamide"", ""aloe barbadensis leaf extract"", ""glycerin"", ""panthenol"", ""oleanolic acid"", ""biotinoyl tripeptide-1"", ""arginine""]";https://www.watsons.co.id/id/l-oreal-elseve-aminexil-serum-anti-hair-fall-serum-102ml/p/BP_59845;01/07/2026
P027;wonderlux hold my strands! hair fall treatment;Wonderlux;Scalp Serum;150000;75;ml;aqua, butylene glycol, tetrasodium, disuccinoyl cystine, propanediol, ammonium polyacryloyldimethyl taurate, hydroxypropylgluconamide, niacinamide, aloe barbadensis extract, oryza sativa bran water, hydroxypropylammonium gluconate, glycerin, ethanol, pathenol, chlorphenesin, phenoxyethanol, zingiber officinale extract, ppg-26-buteth-26, peg-40 hydrogenated castor oil, phyllanthus emblica fruit extract, bioflavonoids, glycine, apigenin, serine, glutamic acid, oleanolic acid, aspartic acid, leucine, biotinoyl tripeptide-1, alanine, lysine, arginine, tyrosine, phenylalanine, threonine, proline, valine, isoleucine, histidine;"[""piroctone olamine"", ""panthenol"", ""menthol"", ""chamomilla recutita extract"", ""retinyl palmitate"", ""lactic acid"", ""tocopheryl acetate""]";https://www.watsons.co.id/id/wonderlux-wonderlux-hold-my-strands-hair-fall-treatment-scalp-serum-75ml/p/BP_39916;01/07/2026
P028;hair tonic;Nature Republic;Hair Tonic;81500;200;ml;ethyl alcohol aqua fragrance peg40 hydrohenated castor oil triticum vulgare germ oil sodium salicylate propylene glycol dpanthenol linoleic acid retinyl palmitate ethoxydiglycol glucose citric acid chamomimilla recutita flower extract calcium pantothenate tussilago farfara leaf extract butylene glycol urtiva dioica extract serine pottassium sorbate caarmel inositol phenoxyethanol ci 47005 tartaric acid methylparaben ci 42090 biotin riboflavin butylparaben ethylparaben propylparaben isobutylparaben;"[""panthenol"", ""menthol"", ""biotin""]";https://www.watsons.co.id/id/nr-hair-tonic-200ml/p/BP_72452;01/07/2026
P029;ginseng hair tonic;Mylea;Hair Tonic;49900;200;ml;aqua, isopropyl alcohol, fragrance, peg-40 hydrogenated castor oil, propylene glycol, piroctone olamine, sodium salicylate, d-panthenol, citric acid, menthol, camphor, polysorbate 80, chamomilla recutita flower extract, glucose, linoleic acid, retinyl palmitate, alcohol, lactic acid, sodium benzoate, equisetum arvense extract, betula alba leaf extract, urtica dioica extract, phenoxyethanol, tocopheryl acetate, capric acid, potassium sorbate, ci 60730, caramel, ci 42090, methylparaben, tartaric acid, ethylparaben, propylparaben, butylparaben, bht;"[""dimethicone"", ""glycerin"", ""hydrolyzed keratin"", ""panthenol"", ""glycerin"", ""argania spinosa kernel oil"", ""keratin"", ""keratin""]";https://www.watsons.co.id/id/mylea-ginseng-hair-tonic-200-ml/p/BP_72455;01/07/2026
P030;cave hair tonic;Cave;Hair Tonic;150000;150;ml;aqua, alcohol denat, peg-40 hydrogenated castor oil, aleurites moluccana extract, fragrance components and finished fragrances, panthenol, propylene glycol, menthol, capsicum annuum extract, cetyl pyridium chloride, ci 42090, biotin;"[""panthenol"", ""hydrolyzed collagen""]";https://www.watsons.co.id/id/cave-cave-hair-tonic-150ml/p/BP_43416;01/07/2026
P031;heat&sun protection detangle spray;Beamarry New York;Heat Protection;167580;200;ml;aqua, trideceth-10 amodimethicone, dimethiconol, glycerin, cocodimonium hydrox propyl hydrolyzed keratin, propylene glycol, panthenol, tea-dodecylbenzenesulfonate, peg-40 hydrogenated castor oil, cetrimonium chloride, ethyl lauroyl arginate hcl, sodium citrate, benzophenône 4, parfum ethylhexy glycerin, 12-hexane diol citric acid, argania spinosá kernel oil, cocos nucifera oil macadamia ternifo lia seed oil, sodium hivaluronate vitex trifola fruit extract, keratin, endrolvzed keratin oxidized keratin;"[""glycerin"", ""hydrolyzed wheat protein"", ""arginine""]";https://www.sociolla.com/shampoo/85377-heat-and-sun-protection-detangle-spray;01/09/2026
P032;pantene conditioner miracles collagen repair for damage care;Pantene;Conditioner;18000;70;ml;water, silicone quaternium-26, stearyl alcohol, cetyl alcohol, benzyl alcohol, disodium edta, polysorbate 20, hexyl cinnamal, panthenol, histidine, panthenyl ethyl ether, citric acid, collagen;"[""dimethicone"", ""argania spinosa kernel oil"", ""tocopherol""]";https://www.tokopedia.com/watsons-indonesia-official-store/pantene-conditioner-miracles-collagen-repair-for-damage-care-70ml?extParam=ivf%3Dfalse%26keyword%3Dconditioner%26search_id%3D202601091126430BB4AEC17105210F8KP8%26src%3Dsearch&t_id=1767957222016&t_st=4&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_resulty;01/09/2026
P033;loreal total repair 5 hair spa mask;L'Oreal Paris;Hair Mask;100400;200;ml;aqua water, cetearyl alcohol, behentrimonium chloride, glycerin, cetyl esters, hydroxypropyltrimonium hydrolyzed wheat protein, dodocene, phenoxyethanol, arginine, chlorhexidine digluconate, poloxamen 407, limonene, linalool, benzyl salicylate, isopropyl myristate, 2-oleamido-1, 3-octadecandediol, serine, bht, citric acid, butylphenyl methylpropional, lauryl peg ppg-18 18 methicone, glutamic acid, hexyl cinnamal, glyceryl linoleate, glyceryl oleate, glyceryl linolenate, parfum fragrance (fil c37037 1 ;"[""glycerin""]";https://www.watsons.co.id/id/l-oreal-l-oreal-total-repair-5-hair-spa-mask-200ml/p/BP_48665;01/09/2026
P034;hair mask pro keratin hair repair tube;Ellips;Hair Mask;58500;120;g;aqua cetearyl alcohol dimethicone dimethiconol cetyl ester amodimethicone cyclotetrasiloxane trideceth12 cetrimonium chloride cyclopentasiloxane sodium benzoate dimethyl palmitamine steartrimonium chloride isopropyl alcohol potato starch modified fragrance phenoxyethanol methylparaben ethylparaben butylparaben propylparaben lactic acid panthenol simmondsia chinensis seed oil tocopheryl acetate soybean glycine soja oil retinyl palmitate ascorbyl palmitate;"[""menthol"", ""caffeine"", ""arginine"", ""hydrolyzed keratin"", ""hydrolyzed wheat protein"", ""tocopherol""]";https://www.watsons.co.id/id/ellips-hair-mask-pro-keratin-hair-repair-tube-120g/p/BP_72506;01/09/2026
P035;kerastase chronologiste hair oil;Kérastase;Hair Oil;1200000;75;ml;isododecane, caprylic capric triglyceride, dimethicone, dicaprylyl ether, dimethiconol, trimethylsiloxysilicate, parfum fragrance, linalool, argania spinosa kernel oil, helianthus annuus seed oil sunflower seed oil, limonene, citronellol, jasminum grandiflorum flower extract jasmine flower extract, tocopherol, geraniol, benzyl alcohol, benzyl benzoate, commiphora myrrha resin extract;"[""dimethicone"", ""hydrolyzed keratin"", ""hydrolyzed collagen"", ""panthenol"", ""glycerin"", ""dimethicone"", ""glycerin""]";https://www.tokopedia.com/kerastaseofficial/kerastase-chronologiste-hair-oil-75ml-hair-perfume-in-oil-parfum-rambut-dan-serum-untuk-rambut-rapuh-kusam-1730674859546937228?extParam=src%3Dshop%26whid%3D13679389&aff_unique_id=&channel=others&chain_key=;01/09/2026
P036;kerastase serum potentialiste;Kérastase;Hair Serum;770000;90;ml;aqua water eau, alcohol denat, bifida ferment lysate, ascorbyl glucoside, aminomethyl propanol, peg-40 hydrogenated castor oil, carbomer, mannose, polysorbate 21, alpha-glucan oligosaccharide, phenoxyethanol, glycerin, pentylene glycol, polymnia sonchifolia root juice, faex extract yeast extract extrait de levure, sodium benzoate, maltodextrin, limonene, geraniol, hexyl cinnamal, benzyl benzoate, benzyl alcohol, lactobacillus, linalool, citral, parfum fragrance;"[""dimethicone"", ""lactic acid"", ""hydrolyzed keratin""]";https://www.tokopedia.com/kerastaseofficial/kerastase-serum-potentialiste-90ml-scalp-barrier-serum-serum-untuk-keseimbangan-microbiome-di-kulit-kepala-mengandung-10-bifidus-probiotic-prebiotic-1-vitamin-c-1729961148801648524?extParam=whid%3D13679389%26src%3Dshop&aff_unique_id=&channel=others&chain_key=;01/09/2026
P037;kerastase bain nutri genesis;Kérastase;Shampoo;998000;500;ml;aqua, sodium laureth sulfate, ammonium lauryl sulfate, cocamidopropyl betaine, sodium chloride, parfum, glycol distearate, cocamide mea, laureth-7, citric acid, sodium benzoate, sodium hydroxide, polyquaternium-10, peg-4 rapeseedamide, menthol, guar hydroxypropyltrimonium chloride, caffeine, arginine, serine, hydrolyzed keratin, hydrolyzed wheat protein, tocopherol, linalool, hexyl cinnamal, benzyl salicylate, limonene, geraniol, ci 17200 ;"[""tocopheryl acetate"", ""hydrolyzed silk"", ""retinyl palmitate""]";https://www.tokopedia.com/kerastaseofficial/kerastase-bain-nutri-genesis-500ml-anti-hair-fall-shampoo-thick-hair-shampoo-untuk-rambut-rontok-patah-helaian-tebal-1730357209723602828?extParam=src%3Dshop%26whid%3D13679389&aff_unique_id=&channel=others&chain_key=;01/09/2026
P038;sdb heat protection spray;SDB;Heat Protection;65490;100;ml;aqua, cyclopentasiloxane, dimethicone, cyclohexasiloxane, hydrolyzed keratin, collagen, panthenol, glycerin, polyquaternium-7, peg-12 dimethicone, phenoxyethanol, ethylhexylglycerin, disodium edta, citric acid, parfum ;"[""panax ginseng root extract"", ""menthol"", ""panthenol"", ""allantoin"", ""glycerin"", ""camellia sinensis leaf extract"", ""polygonum multiflorum root extract"", ""salicylic acid""]";https://www.tokopedia.com/nimetolshop/sdb-heat-protection-spray-100ml-keratin-collagen-melindungi-rambut-rusak-kusut-catok-hair-dryer-1730888079183414903?extParam=ivf%3Dfalse%26keyword%3Dheat+protectant%26search_id%3D20260109111329357A6FDF7642BF2E6BEZ%26src%3Dsearch&t_id=1767957222016&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result;01/09/2026
P039;schwarzkopf professional osis+ flatliner;OSiS+;Heat Protection;220000;200;ml;aqua, alcohol denat, propylene glycol, polyurethane-48, peg-60 hydrogenated castor oil, sodium benzoate, parfum, bis-isobutyl peg ?ppg-20 ?35 ?amodimethicone copolymer, cetyl ethylhexanoate, lactic acid, polysorbate 80, butylene glycol, methylpropanediol, gluconolactone, hydrolyzed keratin, linalool, methyl benzoate;"[""allantoin"", ""caffeine"", ""camellia sinensis leaf extract"", ""glycerin"", ""glycyrrhiza glabra root extract"", ""hydrolyzed collagen"", ""menthol"", ""niacinamide"", ""panax ginseng root extract"", ""panthenol"", ""polygonum multiflorum root extract"", ""salicylic acid""]";https://www.tokopedia.com/firsthandgrooming/schwarzkopf-professional-osis-flatliner-heat-protection-spray;01/09/2026
