product_id,name,category,source,date_collected,brand_normalized,size_value,size_Units,price_Normalized,ingredients_normalized,key_ingredients,category_trimmed,,category_master,category_fix
P035,Kerastase Chronologiste Hair Oil ,Hair Oil,https://www.tokopedia.com/kerastaseofficial/kerastase-chronologiste-hair-oil-75ml-hair-perfume-in-oil-parfum-rambut-dan-serum-untuk-rambut-rapuh-kusam-1730674859546937228?extParam=src%3Dshop%26whid%3D13679389&aff_unique_id=&channel=others&chain_key=,1/9/2026,Kerastase,75,ml,1200000,"isododecane, caprylic/capric triglyceride, dimethicone, dicaprylyl ether, dimethiconol, trimethylsiloxysilicate, parfum / fragrance, linalool, argania spinosa kernel oil, helianthus annuus seed oil / sunflower seed oil, limonene, citronellol, jasminum grandiflorum flower extract / jasmine flower extract, tocopherol, geraniol, benzyl alcohol, benzyl benzoate, commiphora myrrha resin extract","argania spinosa kernel oil, tocopherol",Hair Oil,,,Hair Oil
P036,Kerastase Serum Potentialiste ,Hair serum,https://www.tokopedia.com/kerastaseofficial/kerastase-serum-potentialiste-90ml-scalp-barrier-serum-serum-untuk-keseimbangan-microbiome-di-kulit-kepala-mengandung-10-bifidus-probiotic-prebiotic-1-vitamin-c-1729961148801648524?extParam=whid%3D13679389%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,1/9/2026,Kerastase,90,ml,770000,"aqua / water / eau, alcohol denat., bifida ferment lysate, ascorbyl glucoside, aminomethyl propanol, peg-40 hydrogenated castor oil, carbomer, mannose, polysorbate 21, alpha-glucan oligosaccharide, phenoxyethanol, glycerin, pentylene glycol, polymnia sonchifolia root juice, faex extract / yeast extract / extrait de levure, sodium benzoate, maltodextrin, limonene, geraniol, hexyl cinnamal, benzyl benzoate, benzyl alcohol, lactobacillus, linalool, citral, parfum / fragrance.",,Hair Serum,,,Hair Serum
P037,Kerastase Bain Nutri Genesis ,Shampoo,https://www.tokopedia.com/kerastaseofficial/kerastase-bain-nutri-genesis-500ml-anti-hair-fall-shampoo-thick-hair-shampoo-untuk-rambut-rontok-patah-helaian-tebal-1730357209723602828?extParam=src%3Dshop%26whid%3D13679389&aff_unique_id=&channel=others&chain_key=,1/9/2026,Kerastase,500,ml,998000,"aqua (water / eau), sodium laureth sulfate, ammonium lauryl sulfate, cocamidopropyl betaine, sodium chloride, parfum (fragrance), glycol distearate, cocamide mea, laureth-7, citric acid, sodium benzoate, sodium hydroxide, polyquaternium-10, peg-4 rapeseedamide, menthol, guar hydroxypropyltrimonium chloride, caffeine, arginine, serine, hydrolyzed keratin, hydrolyzed wheat protein, tocopherol (vitamin e), linalool, hexyl cinnamal, benzyl salicylate, limonene, geraniol, ci 17200 (red 33).","arginine, caffeine, hydrolyzed keratin, hydrolyzed wheat protein, keratin, menthol, tocopherol",Shampoo,,,Shampoo
P038,SDB Heat Protection Spray ,HEAT PROTECTION,https://www.tokopedia.com/nimetolshop/sdb-heat-protection-spray-100ml-keratin-collagen-melindungi-rambut-rusak-kusut-catok-hair-dryer-1730888079183414903?extParam=ivf%3Dfalse%26keyword%3Dheat+protectant%26search_id%3D20260109111329357A6FDF7642BF2E6BEZ%26src%3Dsearch&t_id=1767957222016&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/9/2026,Sdb,100,ml,65490,"aqua (water), cyclopentasiloxane, dimethicone, cyclohexasiloxane,hydrolyzed keratin, collagen, panthenol,glycerin, polyquaternium-7, peg-12 dimethicone,phenoxyethanol, ethylhexylglycerin,disodium edta, citric acid,parfum (fragrance).","hydrolyzed keratin, keratin, panthenol",Heat Protection,,,Heat Protection
P039,SCHWARZKOPF PROFESSIONAL OSIS+ Flatliner,HEAT PROTECTION,https://www.tokopedia.com/bandaneirastore/schwarzkopf-professional-osis-flatliner-heat-protection-spray-no-bonus-bf1e8?extParam=ivf%3Dfalse%26keyword%3Dheat+protectant%26search_id%3D20260109111329357A6FDF7642BF2E6BEZ%26src%3Dsearch%26whid%3D6198&t_id=1767957222016&t_st=2&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/9/2026,Osis+,200,ml,65490,"aqua (water, eau), alcohol denat, propylene glycol, polyurethane-48, peg-60 hydrogenated castor oil, sodium benzoate, parfum (fragrance), bis-isobutyl peg/​ppg-20/​35/​amodimethicone copolymer, cetyl ethylhexanoate, lactic acid, polysorbate 80, butylene glycol, methylpropanediol, gluconolactone, hydrolyzed keratin, linalool, methyl benzoate.","hydrolyzed keratin, keratin, lactic acid",Heat Protection,,,Heat Protection
P040,Makarizo Advisor Hair Recovery Vitamax,HEAT PROTECTION,https://www.tokopedia.com/makarizo-advisor/makarizo-advisor-hair-recovery-vitamax-8mlx3-vitamin-rambut-hair-vitamin-serum-rambut-hair-serum-heat-protectant-perawatan-haircare-melembutkan-1733752031937398034?extParam=ivf%3Dfalse%26keyword%3Dheat+protectant%26search_id%3D20260109111329357A6FDF7642BF2E6BEZ%26src%3Dsearch&t_id=1767957222016&t_st=3&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/9/2026,Makarizo,28,mLx,35000,"cyclotetrasiloxane, cyclopentasiloxane, dimethiconol, phenyl trimethicone, tocopheryl acetate, perfume, hydrolyzed silk pg-propyl, hydrogenated soybean oil, retinyl palmitate, ascorbyl palmitate.","hydrolyzed silk, retinyl palmitate, tocopheryl acetate",Heat Protection,,,Heat Protection
P041,Voluminous & Grow Scalp Treatment Hair Tonic Serum,Hair Tonic,https://www.sociolla.com/hair-tonic/75578-voluminous-and-grow-scalp-treatment-hair-tonic-serum,1/28/2026,Hairmony,100,mL,102860,"water, alcohol denat, propylene glycol, glicerine, panax ginseng root extract, peg-40 hydrogenated castor oil, phenoxyethanol, butylene glycol, menthol, panthenol, ammonium acryloyldimethyltaurate/vp copolymer, arthemisia vulgaris extract, natrium edta, allantoin, ethylhexylglycerin, sophora flavescens root extract, capsicum anuum fruit extract, lycium chinense fruit extract, camellia cinesis leaf extract, angelca gigas root extract, angelca dahurica root extract, rubus coreanus fruit extract, morus alba root extract, pinus palustris leaf extract, lithospermum erythrorhizon root extract, polygonum ultifloronum root extract, citric acid, salicylic acid, sodium benzoate, potassium sorbate.","allantoin, menthol, panax ginseng root extract, panthenol, salicylic acid",Hair Tonic,,,Hair Tonic
P042,Kundal Scalp Care and Caffeine Shampoo,Shampoo,https://www.sociolla.com/shampoo/70784-kundal-scalp-care-and-caffeine-shampoo,1/28/2026,Kundal,500,mL,169500,"1,2-hexanediol, allantoin, alpha-isomethyl ionone, angelica gigas extract, aqua, asarum sieboldii root extract, betaine, butylene glycol, caffeine, camellia japonica leaf extract, camellia sinensis leaf extract, caprylyl glycol, carthamus tinctorius flower extract, ceratonia siliqua fruit extract, citric acid, coco-betaine, coco-glucoside, cordyceps sinensis extract, coumarin, decyl glucoside, dioscorea japonica root extract, diospyros kaki fruit extract, dipotassium glycyrrhizate, dipropylene glycol, fragrance (parfum) components and finished fragrances, ginkgo biloba leaf extract, glycerin, glycine max seed extract, glycyrrhiza glabra root extract, guar hydroxypropyltrimonium chloride, hexyl cinnamal, hydrolyzed collagen, hydroxyacetophenone, hydroxycitronellal, linalool, lithospermum erythrorhizon root extract, lycium chinense fruit extract, menthol, morus alba bark extract, niacinamide, paeonia lactiflora root extract, panax ginseng root extract, panthenol, polygonum multiflorum root extract, portulaca oleracea extract, propylene glycol laurate, rheum palmatum root extract, salicylic acid, sodium chloride, sodium coco-sulfate, sodium gluconate, sophora flavescens root extract, thuja occidentalis leaf extract, ulmus davidiana root extract, ziziphus jujuba fruit extract.","allantoin, caffeine, camellia sinensis leaf extract, glycyrrhiza glabra root extract, menthol, niacinamide, panax ginseng root extract, panthenol, polygonum multiflorum root extract, salicylic acid",Shampoo,,,Shampoo
P043,Euphoria Perfume Silky Conditioner,Conditioner,https://www.sociolla.com/conditioner/91174-euphoria-perfume-silky-conditioner,1/28/2026,Hairoic,180,gr,34048,"hair moisturizing agent, vitamin e, vitamin c (citrus sinensis peel extract), vitamin b5 (panthenol), glycerin, aloe vera extract, allantoin, hair & scalp nutrition, vitamin e, vitamin b5 (panthenol), niacinamide, soothing agent, allantoin, aloe vera extract, vitamin b5 (panthenol), triple scalp barrier protection, blooming fragrance.","allantoin, niacinamide, panthenol",Conditioner,,,Conditioner
P044,Orange Flower Color Protect Hair Mask,Hair Mask,https://www.sociolla.com/hair-mask/9720-orange-flower-color-protect-hair-mask,1/28/2026,Dancoly,500,gr,251100,"aqua/water, citrus aurantium amara flower extract, vitis vinifera (grape) seed oil, pelargonium graveolens (geranium) extract, glyceryl stearates, dimethicone/peg-10/15 crosspolymer, dimethicone/silsesquioxane copolymer, polyoxyethylene cetyl-stearyl ether, simmondsia chinensis (jojoba) oil peg-8 esters, rosa rugosa flower extract, peg-4 sorbitan stearate, hyaluronic acid, hydroxypropyl guar, phenoxyethanol.",,Hair Mask,,,Hair Mask
P045,Hair Loss Shampoo,Shampoo,https://www.sociolla.com/shampoo/59448-lador-hair-loss-shampoo?size=530ml,1/28/2026,Dancoly,530,gr,303400,"water, decyl glucoside, lauryl glucoside, sodium cocoyl glutamate, cocodimonium hydroxypropyl hydrolyzed wheat protein, sophora flavescens root extract, capsicum annuum extract, lycium chinense fruit extract, camellia sinensis leaf extract, angelica gigas root extract, angelica dahurica root extract, rubus coreanus fruit extract, morus alba root extract, pinus palustris leaf extract, lithospermum officinale root extract, polygonum multiflorum root extract, menthol, propylene glycol, salicylic acid, dexpanthenol, rosmarinus officinalis (rosemary) leaf oil, lavandula angustifolia (lavender) oil, ocimum basilicum (basil) oil, salvia sclarea (clary) oil, pelargonium graveolens flower oil, citrus grandis (grapefruit) peel oil, citrus limon (lemon) peel oil, citrus aurantium dulcis (orange) peel oil, citrus aurantium bergamia (bergamot) fruit oil, sodium hyaluronate, niacinamide, citric acid, 1,2-hexanediol, caprylyl glycol, polyquaternium-10, disodium edta, limonene.","camellia sinensis leaf extract, hydrolyzed wheat protein, menthol, niacinamide, panthenol, polygonum multiflorum root extract, salicylic acid",Shampoo,,,Shampoo
P046,Hair Tonic Biotin Hairfall Control ,Hair Tonic,https://www.watsons.co.id/id/dove-hair-tonic-biotin-hairfall-control-75ml/p/BP_64363,1/31/2026,Dove,75,ml,47000,"water, oleth-20, phenoxyethanol, glycerin, caprylyl glycol, perfume, disodium edta, zinc sulfate heptahydrate, hydrolyzed yeast protein, urea, sodium benzoate, disodium phosphate, sodium hydroxide, potassium sorbate, biotin, citric acid, ceramide ng.",biotin,Hair Tonic,,,Hair Tonic
P047,Hair Energy Aloe & Melon,Creambath,https://www.watsons.co.id/id/makarizo-hair-energy-aloe-melon-500g/p/BP_47079,1/31/2026,Makarizo,500,g,120600,"water, cetearyl alcohol, paraffinum liquidum, ethylhexyl palmitate, propylene glycol, cetyl esters, cetrimonium chloride, fragrance, behentrimonium chloride, amodimethicone, ceteareth-20, bis (13-15 alkoxy) pg amodimethicone, aloe barbadensis leaf extract, dmdm hydantoin, panthenyl ethyl ether, c14-15 alcohols, steartrimonium chloride, trideceth-12, trideceth-10, menthol, cl 47005, cl 42090, phenoxyethanol, butylene glycol, menthyl lactate, lactic acid, iodopropynyl butylcarbamate, passiflora edulis seed oil, isotridecanol, cyclotetrasiloxane, oryza sativa (rice) bran oil, hydrolyzed keratin, magnesium nitrate, euterpe oleracea fruit oil, methylchloroisothiazolinone, magnesium chloride, citrus aurantifolia (lime) fruit extract, methylisothiazolinone, persea gratissima fruit extract, trigonella foenum-graecum seed extract, cucumis melo (melon) fruit extract.","hydrolyzed keratin, keratin, lactic acid, menthol",Creambath,,,Creambath
P048,Grace and Glow Hair Vitamin Mist ,Hair Mist,https://www.tokopedia.com/graceandglowofficial/grace-and-glow-hair-vitamin-mist-silk-protect-daisy-peony-blush-haircare-perawatan-treatment-rambut-spray-untuk-melembutkan-rambut-kering-dan-bercabang-with-argan-oil-1729432845638928652?extParam=ivf%3Dfalse%26keyword%3D%09hair+mist%26search_id%3D2026013111594637BC2F75BF1BCF2F95EG%26src%3Dsearch&t_id=1769860690089&t_st=3&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/31/2026,Grace And Glow,100,ml,34500,"water, glyserine, peg-40 hydrogenated castor oil, fragrance, phenoxyethanol, silk extract, chlorphenesin, panthenol, ethylhexylglycerin, disodium edta, butylene glycol, propylene glycol, anthemis nobilis flower extract, sclerocarya birrea fruit extract, butyrospermum parkii (shea) butter, olea europea fruit oil, helianthus annuus (sunflower oil) hydroxyacetophenone, calendula officinalis flower extract, hydrolyzed keratin.","hydrolyzed keratin, keratin, panthenol",Hair Mist,,,Hair Mist
P049,Real Argan Repairing Shampoo,Shampoo,https://www.sociolla.com/shampoo/79402-real-argan-repairing-shampoo?size=100ml,1/31/2026,Rated Green,100,ml,89100,"water, disodium laureth sulfosuccinate,cocamidopropyl betaine, lauramide mipa, sodium cocoyl isethionate, argania spinosa kernel oil, quillaja saponaria bark extract, coco-glucoside, sodium chloride, citric acid, sorbeth-30 tetraoleate, decyl glucoside, polyquaternium-10, trihydroxystearin, polyquaternium-22, caprylic/capric triglyceride, sodium citrate, caprylyl glycol, ethylhexylglycerin, soyamidopropylamine oxide, sodium phytate, sorbitan laurate, 1,2-hexanediol, glycolipids, tocopherol, betaine, panthenol, butylene glycol, acetyl hexapeptide-8, ascorbic acid polypeptide, acetyl octapeptide-3, acetyl tetrapeptide-2, acetyl tetrapeptide-3, acetyl tetrapeptide-5, acetyl tetrapeptide-9, carnosine, copper tripeptide-1, nonapeptide-1, palmitoyl pentapeptide-4, palmitoyl tripeptide-1, palmitoyl tripeptide-5, alcohol denat., cetearyl alcohol, sodium benzoate, potassium sorbate, fragrance(parfum).","argania spinosa kernel oil, ascorbic acid, copper tripeptide-1, panthenol, tocopherol",Shampoo,,,Shampoo
P050,Real Argan Smoothing Hair Serum,Hair Serum,https://www.sociolla.com/hair-serum/69202-real-argan-smoothing-hair-serum,1/31/2026,Rated Green,150,ml,231200,"cyclopentasiloxane, dimethiconol, dimethicone, argania spinosa kernel oil, c12-15 alkyl benzoate, water, glycolipids, alcohol denat., fragrance (parfum).",argania spinosa kernel oil,Hair Serum,,,Hair Serum
P051,MISSDAISY Perfume Hair Mask,Hair Mask,https://www.sociolla.com/hair-mask/76280-missdaisy-perfume-hair-mask-blackcurrant-and-vanilla-sugar,1/31/2026,Miss Daisy,250,ml,289000,"aqua, cetearyl alcohol, brassicamidopropyl dimethylamine, dimethicone, amodimethicone, cetearaeth-7, ceteareth-25, cyclopentasiloxane, fragrance, behentrimonium chloride, dipropylene glycol, glycolic acid, simmondsia chinensis seed oil, squalane, butyrospermum parkii, argania spinosa kernel oil, phenoxyethanol, polyquaternium-7, guar hydroxypropyltrimonium chloride, c10-40 isoalkylamidopropylethyldimonium ethosulfate, o-cymen-5-ol, hyrdolyzed wheat protein, silk amino acids, ceramide np, ceramide ap, ceramide eop, phytoshingosine, cholesterol, sodium lauroyl lactylate, carbomer, xanthan gum, nicotiamide.","argania spinosa kernel oil, ceramide np",Hair Mask,,,Hair Mask
P052,MDrop Dead Growgeous,Scalp Serum,https://www.sociolla.com/hair-serum/78251-drop-dead-growgeous-densifying-hair-scalp-serum,1/31/2026,Wonderlux,75,ml,166500,"aqua, butylene glycol, 2,4-diamino-pyrimidine-3-oxide (cas no 74638-76-9)), ammonium polyacryloyldimethyl taurate, niacinamide, propanediol, oryza sativa bran water, glycerin, panthenol, zingiber officinale extract, phenoxyethanol, chlorphenesin, nasturtium officinale flower/leaf extract, ppg-26-buteth-26, peg-40 hydrogenated castor oil, aloe barbadensis extract, pisum sativum sprout extract, sodium benzoate, magnesium ascorbyl phosphate, hydrolyzed corn protein, glycine, apigenin, adenosine, serine, glutamic acid, oleanolic acid, aspartic acid, leucine active ingredient 0.00071, biotinoyl tripeptide-1, alanine, arginine, tyrosine, phenylalanine, threonine, proline, valine, isoleucine, carnitine.","adenosine, arginine, biotin, niacinamide, oleanolic acid, panthenol",Scalp Serum,,,Scalp Serum
P053,Daikin Conditioner,Conditioner,https://www.sociolla.com/conditioner/58773-daikin-conditioner?size=450_ml,1/31/2026,Osweet Singapore,450,ml,327999,"hydrolyzed wheat protein, lactic acid, propylparaben, sodium lauroyl hydrolyzed silk, trideceth-12, aqua, behentrimonium chloride, cetearyl alcohol, cetrimonium chloride, cetyl alcohol, hydroxyethylcellulose, methylisothiazolinone, methylparaben, parfum, snail secretion filtrate, zingiber officinale extract, hyaluronic acid.","hydrolyzed silk, hydrolyzed wheat protein, lactic acid",Conditioner,,,Conditioner
P054,Hair Mistion! Eternal Bloom,Hair mist,https://www.sociolla.com/hair-mist/87300-eternal-bloom-smooth-nourishment-hair-mist,1/31/2026,Wonderlux,50,ml,327999,"water, trideceth-9, fragnance (parfum) components and finished fragrance, peg-40 hydrogenated castor oil, propanediol, phenoxyethanol, caprylic/capric triglyceride,ethoxydiglycol, pentaclethra macroloba seed oil, polysorbate 20, sodium pca,chlorphenesin, d-panthenol, disodium edta, o-cymen-5-ol, hydroxypropylgluconamide, hydroxypropyl ammonium gluconate, polyquaternium-7, glycerin, magnolia officinalis bark extract, zingiber officinale root extract, hydrolyzed jojobaesters, tartaric acid, benzyl alcohol, sodium benzoate, potassium sorbate.",panthenol,Hair Mist,,,Hair Mist
P055,Hair Volumizing Conditioner,Conditioner,https://www.sociolla.com/conditioner/91716-hair-volumizing-conditioner,1/31/2026,Woshday,340,ml,249000,"water, cetearyl alcohol, cetyl alcohol, glycerin, isopropyl palmitate, fragrance, cetyl esters, behentrimonium chloride, brassicyl valinate esylate, stearamidopropyl dimethylamine, phenoxyethanol, brassica alcohol, citric acid, isopropyl alcohol, cetrimonium chloride, chlorphenesin, calcium gluconate, colloidal oatmeal, guar hydroxypropyltrimonium chloride, panthenol, simmondsia chinensis seed oil, vitis vinifera seed oil, lactic acid, leuconostoc/radish root ferment filtrate, dihydroxypropyl arginine hcl, polyquaternium-7, tocopheryl acetate, aloe barbadensis leaf juice, sodium benzoate, camellia sinensis leaf extract, potassium sorbate.","arginine, camellia sinensis leaf extract, lactic acid, panthenol, tocopheryl acetate",Conditioner,,,Conditioner
P056,Hair Oil with Peppermint,Hair Oil ,https://www.sociolla.com/hair-oil/75451-hair-oil-with-peppermint,1/31/2026,Tumbuh Lab,60,ml,121500,"virgin coconut oil, castor oil, rosemary essential oil, lavender essential oil, peppermint essential oil.",,Hair Oil,,,Hair Oil
P057,Hold My Strands! Hair Fall Treatment Scalp Serum,Scalp Serum ,https://www.sociolla.com/hair-serum/82735-hold-my-strands-hair-fall-treatment-scalp-serum,1/31/2026,Wonderlux,75,ml,166500,"aqua, butylene glycol, tetrasodium, disuccinoyl cystine, propanediol, ammonium polyacryloyldimethyl taurate, hydroxypropylgluconamide, niacinamide, aloe barbadensis extract, oryza sativa bran water, hydroxypropylammonium gluconate, glycerin, ethanol, pathenol, chlorphenesin, phenoxyethanol, zingiber officinale extract, ppg-26-buteth-26, peg-40 hydrogenated castor oil, phyllanthus emblica fruit extract, bioflavonoids, glycine, apigenin, serine, glutamic acid, oleanolic acid, aspartic acid, leucine, biotinoyl tripeptide-1, alanine, lysine, arginine, tyrosine, phenylalanine, threonine, proline, valine, isoleucine, histidine.","arginine, biotin, niacinamide, oleanolic acid",Scalp Serum,,,Scalp Serum
P058,Drop Dead Growgeous! Hair Densifying Conditioner, Conditioner,https://www.sociolla.com/conditioner/92385-drop-dead-growgeous-hair-densifying-conditioner,1/31/2026,Wonderlux,160,ml,62100,"aqua, cetearyl alcohol, glycerin, mineral oil, fragrance (parfum) components and finished fragrances, stearamidopropyl dimethylamine, dimethiconol, behentrimonium chloride, dimethicone, propanediol, ceteareth-22, phenoxyethanol, cetrimonium chloride, hydrolyzed jojoba esters, citric acid, dipropylene glycol, amodimethicone, chlorphenesin, bisamino peg/ppg-41/3 aminoethyl pg-propyl dimethicone, laureth-4, laureth-5, laureth-23, peg-55 stearate, disodium edta, bht, xanthan gum, caprylyl glycol, butylene glycol, ci 19140, ci 42090, peg-26-buteth-26, peg-40 hydrogenated castor oil, magnesium ascorbyl phosphate, hydrolyzed corn protein, sodium benzoate, arginine, glycine, adenosine, serine, glutamic acid, aspartic acid, leucine, apigenin, alanine, lysine, tyrosine, phenylalanine, threonine, proline, valine, oleanolic acid, isoleucine, biotinoyl tripeptide-1, histidine, carnitine..","adenosine, arginine, biotin, oleanolic acid",Conditioner,,,Conditioner
P059,Pomelo Hair Tonic,Hair Tonic,https://www.sociolla.com/hair-serum/75608-pomelo-hair-tonic,1/31/2026,Cocoon,140,ml,114000,"water, isododecane, c15-19 alkane, glycerin, citrus grandis peel oil, xylitylglucoside, anhydroxylitol, maltitol, xylitol, pelvetia canaliculata extract, propanediol, arginine, lactic acid, glycine soja germ extract, triticum vulgare germ extract, scutellaria baicalensis root extract, bisabolol, gluconolactone, calcium gluconate, panthenol, betaine, citrus aurantium dulcis peel oil, mentha piperita oil, sodium polyacrylate starch, glycereth-26, phenyl trimethicone, caprylyl methicone, trisodium ethylenediamine disuccinate, ethyhexylglycerin, bht, phenoxyethanol, sodium benzoate.","arginine, lactic acid, panthenol",Hair Tonic,,,Hair Tonic
P060,My Hair Recipe Essential Oil Serum,Hair Oil,https://www.sociolla.com/hair-oil/79102-my-hair-recipe-essential-oil-serum,1/31/2026,Innisfree,100,ml,110400,"cyclopentasiloxane, dimethiconol, octyldodecanol, camellia japonica seed oil, trisiloxane, fragrance / parfum, glycolipids, glycerin, water / aqua / eau, ceramide np, camellia japonica flower extract, phytosphingosine, hydrogenated lecithin,camellia japonica leaf extract.",ceramide np,Hair Oil,,,Hair Oil
P061,OSweet Singapore Anti-Dandruff & Oil Control Shampoo,Shampoo,https://www.sociolla.com/shampoo/79044-o-sweet-singapore-anti-dandruff-and-oil-control-shampoo,1/31/2026,Osweet Singapore,300,ml,241799,"water, sodium lauryl alcohol polyether sulfate, essence, c8-c14 alkyl glucoside, octyl glucoside, bis aminopropyl polydimethylsiloxane, polydimethylsiloxane alcohol, cetyl alcohol, sodium stearoyl lactylate, cocamidopropyl pg dimethyl ammonium chloride, sorbitan tristearate, lysine thiazolidinecarboxylate, guar gum hydroxypropyl trimethyl ammonium chloride, allantoin, menthol, potassium cocoyl glycine potassium lauroyl sarcosine, glycerin, sodium lauryl ether sulfate, ethylene glycol distearate, polylysine, pyrrolidone ethanolamine salt, dichlorobenzyl alcohol, citric acid, silk fibroin, coconut amide dea, titanium dioxide, quaternary ammonium salt - 80, coconut glucoside, propylene glycol, sodium isostearyl lactylate, sodium lactate, polyquaternary ammonium salt - 7, benzyl alcohol, phenoxyethanol, sodium benzoate, methyl isothiazolinone.","allantoin, menthol",Shampoo,,,Shampoo
P062,Argan Repair Hairmask,Hairmask,https://www.sociolla.com/hair-mask/9718-argan-repair-hairmask-?size=550_gr,1/31/2026,Dancoly,550,ml,257140,"no mineral oil/paraffin oil/vaseline, no propylene glycol, no animal testing, organic natural ingredients (89%), bpom, serta telah tersertifikasi gmp & fda.",,Hairmask,,,Hair Mask
P063,Texture Experience Creambath Mint Sorbet Purifying & Refreshing Treatment,Hairmask,https://www.sociolla.com/hair-mask/28164-texture-experience-creambath-mint-sorbet-purifying-and-refreshing-treatment?size=200ml,1/31/2026,Makarizo Professional,200,ml,92250,"piroctone olamine, menthol, panthenol, hydrolyzed collagen.","menthol, panthenol, piroctone olamine",Hairmask,,,Hair Mask
P064,Ginseng & Chesnut Seed Extract Hair Tonic With Biotin & Panthenol,Hair Tonic,https://www.sociolla.com/hair-tonic/80556-ginseng-and-chesnut-seed-extract-hair-tonic-with-biotin-and-panthenol,1/31/2026,Votre Peau,100,ml,112200,"ekstrak ginseng, horse chestnut, retinyl palmitate, biotin, panthenol.","biotin, panthenol, retinyl palmitate",Hair Tonic,,,Hair Tonic
P065,Dreamy Hour Perfume Hair Vitamin Mist,Hair Misk,https://www.sociolla.com/hair-mist/91175-dreamy-hour-perfume-hair-vitamin-mist,1/31/2026,Hairoic,50,gr,122400,"itamin e, vitamin c (citrus sinensis peel extract), vitamin b5 (panthenol), glycerin, aloe vera extract, allantoin, niacinamide, triple shaft protection, dan blooming fragrance.","allantoin, niacinamide, panthenol",Hair Misk,,,Hair Mist
P066,Amethyst Anti Dandruff Shampoo,Shampoo,https://www.sociolla.com/hair-mist/91175-dreamy-hour-perfume-hair-vitamin-mist,1/31/2026,Grace And Glow,400,ml,77625,"aqua, sodium laureth sulfate, glycerin, cocamidopropyl betaine, disodium lauroamphodiacetate, parfum, dimethicone, climbazole, sodium chloride, lactobacillus ferment, c12-13 alkyl lactate, citric acid, dichlorobenzyl alcohol, zinc gluconate, glycol distearate, disodium lauryl sulfosuccinate, cocamide dea, laureth-3, disodium edta, methylparaben, guar hydroxypropyltrimonium chloride, panthenol, hydrogenated castor oil, cocamide methyl mea, c12-13 alcohols, thuja orientalis extract, magnesium nitrate, hydrolyzed yeast extract, glucose, propylene glycol, phenoxyethanol, hydroxyacetophenone, 1,2-hexanediol, methylchloroisothiazolinone, lactic acid, lactococcus ferment lysate, magnesium chloride, ci 42090, sodium hyaluronate, methylisothiazolinone, ethylhexylglycerin, ci 16255.","climbazole, lactic acid, panthenol, zinc gluconate",Shampoo,,,Shampoo
P067,Mielle Rosemary Mint Scalp Hair Strengthening Oil,Hair Oil,https://www.tokopedia.com/beauty-change-storeid/mielle-rosemary-mint-scalp-hair-strengthening-oil-59ml-conditioner-dengan-biotin-untuk-rambut-kuat-berkilau-dan-kulit-kepala-sehat-1733558285217072601?extParam=ivf%3Dfalse%26keyword%3Dperawatan+rambut%26search_id%3D20260207122913577BCC914F9E553B9HOB%26src%3Dsearch&t_id=1770467395580&t_st=2&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/31/2026,Mielle,59,ml,197000,"soybean oil, castor seed oil, coconut oil, olive fruit oil, sweet almond oil, wheat germ oil, sunflower seed oil, grapeseed oil, jojoba seed oil, babassu seed oil, essential oil blend, rosemary leaf oil, peppermint oil, eucalyptus oil, biotin, horsetail extract, nettle leaf extract, chamomile flower extract.",biotin,Hair Oil,,,Hair Oil
P068,Marula Oil Hair Serum,Hair Serum,https://www.sociolla.com/hair-serum/52711-marula-oil-hair-serum,1/31/2026,Dancoly,60,ml,278100,"helianthus annuus (sunflower) seed oil, cyclopentasiloxane, dimethicone/silsesquioxane copolymer, marula oil, macadamie ternifolia seed oil, parfum/fragrance.",,Hair Serum,,,Hair Serum
P069,MK3 Repair & Revive Hair Mask Jar,Hair Mask,https://www.sociolla.com/hair-serum/52711-marula-oil-hair-serum,1/31/2026,Makarizo Professional,500,ml,245880,"aqua, cetearyl alcohol, glycerin, c12-15 alkyl benzoate, parfum, behentrimonium chloride, phenoxyethanol, cetrimonium chloride, panthenol, ethylhexylglycerin, sodium pca, ceteareth-20, sodium lactate, polysilicone-15, arginine, aspartic acid, pca, tetrasodium edta, argania spinosa kernel oil, cocos nucifera oil, glycine soja (soybean) oil, helianthus annuus seed oil, ethyl macadamiate, glycine, alanine, serine, valine, isoleucine, proline, threonine, actinidia chinensis (kiwi) fruit extract, histidine, phenylalanine, niacinamide, aesculus hippocastanum seed extract, yeast extract, ammonium glycyrrhizate, zinc gluconate, caffeine, tocopherol, biotin.","aesculus hippocastanum seed extract, argania spinosa kernel oil, arginine, biotin, caffeine, niacinamide, panthenol, tocopherol, zinc gluconate",Hair Mask,,,Hair Mask
