product_id,name,brand,category,size,price,ingredients,source,date_collected
P533,Nuvo Family Body Wash Nature Protect 550ml,NUVO,,550ml,46.5,"Aqua, Myristic Acid, Lauric Acid, Potassium Hydroxide, Palmitic Acid, Lauryl Hydroxysultaine, Parfum, Sodium Laureth Sulfate, Glycol Distearate, Melaleuca Alternifolia Leaf Oil, Cymbopogon Winterianus Herb Oil, Glycerin, Sodium PCA, Olive Oil PEG-7 Esters, Laureth-6 Carboxylic Acid, Laureth-4, Cocamidopropyl Betaine, Hydroxypropyl Methylcellulose, Sodium Chloride, Sodium Bicarbonate, Etidronic Acid, Tetrasodium EDTA, Phenoxyethanol, Benzalkonium Chloride, Benzoic Acid, Methylisothiazolinone, Methylchloroisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Sodium Hydroxide, Pinene, Beta-Caryophyllene, CI 19140, CI 42090.",https://www.watsons.co.id/id/nuvo-nuvo-family-body-wash-nature-protect-550ml/p/BP_40455,4/15/2026
P534,Head & Shoulders Shampoo Lemon Fress 300ml,HEAD & SHOULDER,Shampoo,300ml,38.4,,https://www.watsons.co.id/id/head-shoulder-head-shoulders-shampoo-lemon-fress-300ml/p/BP_28639,4/15/2026
P535,PRO-V Shampoo Anti Lepek Pro-V Perawatan Rambut 480ml,PANTENE,Shampoo,480ml,96.5,"WATER, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, SODIUM XYLENESULFONATE, SODIUM CITRATE, FRAGRANCE, DIMETHICONOL, CITRIC ACID, SODIUM BENZOATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, TETRASODIUM EDTA, PANTHENOL, HISTIDINE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE.",https://www.watsons.co.id/id/pantene-pro-v-shampoo-anti-lepek-pro-v-perawatan-rambut-480ml/p/BP_73611,4/15/2026
P536,Natur Shampoo Anti Dandruff 140ml,NATUR,Shampoo,140ml,29.9,"Water, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Dimethicone, Cocamidopropyl Betaine, Glycol Distearate, Fragrance, Zinc Pyrithione, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Sodium Chloride, Sodium Benzoate, Guar Hy Droxypropyltrimonium Chloride, Benzyl Alcohol, Citric Acid, Panthenol, Panthenyl Ethyl Ether, Oryza Sativa (Rice) Bran Oil, Methylchloroisothiazolinone, Methylisothiazounone.",https://www.watsons.co.id/id/natur-natur-shampoo-anti-dandruff-140ml/p/BP_73551,4/15/2026
P537,HairGrow Hair Fall Protection Shampoo 100ml,ERHA,Shampoo,100ml,80.5,,https://www.watsons.co.id/id/erha-hairgrow-hair-fall-protection-shampoo-100ml/p/BP_60886,4/15/2026
P538,Nuvo Family Body Wash Total Protect Botol 550ml,NUVO,,550ml,46.5,"Aqua, Myristic Acid, Lauric Acid, Potassium Hydroxide, Palmitic Acid, Lauryl Hydroxysultaine, Parfum, Sodium Laureth Sulfate, Glycol Distearate, Glycerin, Sodium PCA, Olive Oil PEG-7 Esters, Laureth-6 Carboxylic Acid, Laureth-4, Cocamidopropyl Betaine, Hydroxypropyl Methylcellulose, Sodium Chloride, Sodium Bicarbonate, Etidronic Acid, Tetrasodium EDTA, Phenoxyethanol, Benzalkonium Chloride, Benzoic Acid, Methylisothiazolinone, Methylchloroisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Sodium Hydroxide, CI 15880, CI 45100, CI 14700.",https://www.watsons.co.id/id/nuvo-nuvo-family-body-wash-total-protect-botol-550ml/p/BP_40454,4/15/2026
P539,Dove Shampo Rambut Rusak 135ml,DOVE,Shampoo,135ml,30.2,,https://www.watsons.co.id/id/dove-dove-shampo-rambut-rusak-135ml/p/BP_22846,4/15/2026
P540,Tresemme Shampoo Keratin Smooth 670 Ml,TRESEMME,Shampoo,670 Ml,138,,https://www.watsons.co.id/id/tresemme-tresemme-shampoo-keratin-smooth-670-ml/p/BP_20237,4/15/2026
P541,Dry Shampoo Fruity 50ml,ELLIPS,Shampoo,50ml,47.3,"Water, Sodium Laureth Sulfate, Dimethiconol, Cocamidopropyl Betaine, Perfume, Sodium Chloride, Glycol Distearate, Phenoxyethanol, Glycerin, TEA-Dodecylbenzenesulfonate, Carbomer, Piroctone Olamine, Sodium Salicylate, Guar Hydroxypropyltrimonium Chloride, Mica, Cocamide MEA, Citric Acid, Trideceth-10, Sodium Hydroxide, Titanium Dioxide, Cyclotetrasiloxane, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Iodopropynyl Butylcarbamate",https://www.watsons.co.id/id/ellips-dry-shampoo-fruity-50ml/p/BP_73709,4/15/2026
P542,L’Oreal Paris Elseve Extraordinary Oil Ultra Nourishment Shampoo 280ml,L'OREAL,Shampoo,280ml,91.5,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Dimethiconol, Sodium chloride, Fragrance, Zinc Pyrithione, Dimethicone, Phenoxyethanol, Sodium Salicylate, Carbomer, Guar Hydroxypropyltrimonium Chloride, Sodium hydroxide, Citric acid, TEA-Dodecylbenzenesulfonate, Niacinamide, Zinc Sulfate Heptahydrate, Glycerin, TEA-Sulfate, Laureth-23, Poloxamer 407, Sodium benzoate, Sodium Polynaphthalenesulfonate, Helianthus Annuus (Sunflower) Seed Oil, Laureth-4, Glycine, PEG-4, Cellulose Gum, Caprylyl Glycol, Xanthan gum, Potassium sorbate, Iodopropynyl Butylcarbamate, Sodium sulfate, CI 42090, CI 47005",https://www.watsons.co.id/id/l-oreal-l%E2%80%99oreal-paris-elseve-extraordinary-oil-ultra-nourishment-shampoo-280ml/p/BP_21471,4/15/2026
P543,Coconut Nourishing Shampoo 490ml,NATURALS BY WATSONS,Shampoo,490ml,57.9,"Aqua, Ammonium Lauryl Sulfate, Glycerin, Cocamidopropyl Betaine, Cocamide MEA, Phenoxyethanol, Sodium Chloride, Parfum, Polysorbate 20, Chlorphenesin, Polyquaternium-10, Polyquaternium-7, Sodium Benzoate, Butyl Methoxydibenzoylmethane, Trisodium Ethylenediamine Disuccinate, Citric Acid, Butyrospermum Parkii (Shea) Butter*, Cocos Nucifera (Coconut) Oil*, Crambe Abyssinica (Abyssinian) Seed Oil, Panthenol, Sodium Hyaluronate, Linoleic Acid, Oleic Acid, Cocos Nucifera (Coconut) Fruit Extract*, Lavandula Angustifolia (Lavender) Oil, Palmitic Acid, Stearic Acid, Linolenic Acid, Tocopherol, Hexyl Cinnamal *ingredients from certified organic agriculture",https://www.watsons.co.id/id/naturals-by-watsons-coconut-nourishing-shampoo-490ml/p/BP_59975,4/15/2026
P544,Hairfall Treatment Shampoo 340ml,SERASOFT,Shampoo,340ml,31,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/serasoft-hairfall-treatment-shampoo-340ml/p/BP_73367,4/15/2026
P545,Selsun Gold Shampoo 120ml,SELSUN,Shampoo,120ml,58.9,,https://www.watsons.co.id/id/selsun-selsun-gold-shampoo-120ml/p/BP_48648,4/15/2026
P546,Shampoo Anti Ketombe Selembut Sutera Perawatan Rambut 400ml,HEAD & SHOULDER,Shampoo,400ml,98.5,"Air, Natrium Lauret Sulfat, Natrium Lauril Sulfat, Dimetikon, Kokamida MEA, Zinc Karbonat, Glikol Distearat, Natrium Klorida, Zinc Pirition, Natrium Xilenasulfonat, Pewangi, Setil Alkohol, Guar Hidroksipropiltrimonium Klorida, Magnesium Sulfat, Natrium Benzoat, Magnesium Karbonat Hidroksida, Benzil Alkohol, Metilkloroisotiazolinon, Metilisotiazolinon.",https://www.watsons.co.id/id/head-shoulder-shampoo-anti-ketombe-selembut-sutera-perawatan-rambut-400ml/p/BP_66886,4/15/2026
P547,L'Oreal Paris Fall Resist 3x Anti-Hairfall Shampoo Scalp Hair Care 280ml,L'OREAL,Shampoo,280ml,91.5,,https://www.watsons.co.id/id/l-oreal-l-oreal-paris-fall-resist-3x-anti-hairfall-shampoo-scalp-hair-care-280ml/p/BP_21472,4/15/2026
P548,PRO-V Shampoo Hair Fall Control 70ml - Perawatan Rambut Rontok,PANTENE,Shampoo,70ml,21,,https://www.watsons.co.id/id/pantene-pro-v-shampoo-hair-fall-control-70ml-perawatan-rambut-rontok/p/BP_72955,4/15/2026
P549,Dry Shampoo Original 200ml,BATISTE,Shampoo,200ml,122.9,,https://www.watsons.co.id/id/batiste-dry-shampoo-original-200ml/p/BP_15437,4/15/2026
P550,Shampoo Anti Ketombe Pro-V Perawatan Rambut 990ml,PANTENE,Shampoo,990ml,146.9,"Water, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Dimethicone, Cocamidopropyl Betaine, Glycol Distearate, Fragrance, Zinc Pyrithione, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Sodium Chloride, Sodium Benzoate, Guar Hy Droxypropyltrimonium Chloride, Benzyl Alcohol, Citric Acid, Panthenol, Panthenyl Ethyl Ether, Oryza Sativa (Rice.Bran Oil, Methylchloroisothiazolinone, Methylisothiazounone.",https://www.watsons.co.id/id/pantene-shampoo-anti-ketombe-pro-v-perawatan-rambut-990ml/p/BP_66880,4/15/2026
P551,Hair Fall Control Shampoo 340Ml,TRESEMME,Shampoo,340Ml,75,,https://www.watsons.co.id/id/tresemme-hair-fall-control-shampoo-340ml/p/BP_20236,4/15/2026
P552,L'Oreal Elseve Total Repair 5 Shampoo 410ml,L'OREAL,Shampoo,410ml,120.5,"AQUA / WATER, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, DIMETHICONE, SODIUM CHLORIDE, CI 77891 / TITANIUM DIOXIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, MICA, COCO-BETAINE, SODIUM BENZOATE, SODIUM HYDROXIDE, PHENOXYETHANOL, STEARETH-6, ACETIC ACID, PEG-100 STEARATE, ARGININE, TRIDECETH-10, TRIDECETH-3, SALICYLIC ACID, LIMONENE, FUMARIC ACID, LINALOOL, BENZYL ALCOHOL, BENZYL SALICYLATE, AMODIMETHICONE, 2-OLEAMIDO-1,3-OCTADECANEDIOL, ALPHA-ISOMETHYL IONONE, PARFUM / FRAGRANCE, CARBOMER, SERINE, CITRIC ACID, CITRONELLOL, HEXYLENE GLYCOL, GLYCERIN, GLYCOL DISTEARATE. (F.I.L. C272929/1).",https://www.watsons.co.id/id/l-oreal-l-oreal-elseve-total-repair-5-shampoo-410ml/p/BP_44329,4/15/2026
P553,Color Shield Shampoo 250ml,CBD,Shampoo,250ml,50.5,,https://www.watsons.co.id/id/cbd-color-shield-shampoo-250ml/p/BP_48335,4/15/2026
P554,PRO-V Shampoo Silky Smooth Care 290ml,PANTENE,Shampoo,290ml,46.5,"Water, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycol Distearate, Citric Acid, Fragrance, Sodium Citrate, Cocamide MEA, Sodium Xylenesulfonate, Dimethicone, Guar Hydroxypropyltrimonium Chloride, Sodium Benzoate, Tetrasodium EDTA, Trisodium Ethylenediamine Disuccinate, Panthenol, Panthenyl Ethyl Ether, Methylchloroisothiazolinone, Methylisothiazolinone.",https://www.watsons.co.id/id/pantene-pro-v-shampoo-silky-smooth-care-290ml/p/BP_70213,4/15/2026
P555,Shampoo Refreshing Cool Green Tea Mint Botol 680ml,ZINC,Shampoo,680ml,51,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/zinc-shampoo-refreshing-cool-green-tea-mint-botol-680ml/p/BP_27079,4/15/2026
P556,Aloe Vera Shampoo Refill 450ml,NATURALS BY WATSONS,Shampoo,450ml,42.9,"water tanpa konfirmasi. Mana pengiriman lama banget, waktu mau cancel ga bisa dan baru dikirim pun barangnya salah. Sangat kecewa belanja di watson padahal udah langganan. Mau dibalikin dan minta tukar pun susah dicari chat cs nya ga ada Suka Balas Bagikan Dinda Agnia 13/10/2025 Suka Balas Bagikan LIHAT WATSONS BRAND LIHAT SAMPO LIHAT NATURALS BY WATSONS KEMBALI KE ATAS TENTANG KAMI Karir Sustainability Press Releases Informasi Perusahaan Jadilah Mitra Kami World of Watsons AS Watson Group Relasi Investor LEGAL Kebijakan Privasi Notice On Disclaimer Informasi Hak Cipta Syarat dan Ketentuan Trademark Notice WATSONS ESTORE Aplikasi Watsons ID Be Our Brand Hero Pemesanan & Pembayaran Pertanyaan Pelanggan Pengembalian & Penukaran Pengiriman & Pengantaran FAQ MEMBER Member FAQ Member Benefits Member Registration Member Enquiry Member Elite BELANJA @ WATSONS Temukan Toko Kami Lokasi Apotek Catalogue Hubungi Kami Kami menggunakan Cookie untuk memastikan bahwa situs web kami berfungsi dengan baik dan memberi Anda pengalaman terbaik yang mungkin. Dengan melanjutkan menggunakan situs kami, Anda memberikan persetujuan untuk penggunaan Cookie. Jika Anda ingin mempelajari lebih lanjut tentang penggunaan Cookie kami dan/atau mengubah preferensi Cookie Anda, silakan kunjungi KebijakanKebijakan Privasi.",https://www.watsons.co.id/id/naturals-by-watsons-aloe-vera-shampoo-refill-450ml/p/BP_48150,4/15/2026
P557,PRO-V Shampoo Anti Lepek 135ml,PANTENE,Shampoo,135ml,31,,https://www.watsons.co.id/id/pantene-pro-v-shampoo-anti-lepek-135ml/p/BP_73609,4/15/2026
P558,Ellips Dry Shampoo For All Hair Types Breeze 50ml,ELLIPS,Shampoo,50ml,47.3,"Aqua, Benzalkonium Chloride,Cyclopentasiloxane, Cyclohexasiloxane",https://www.watsons.co.id/id/ellips-ellips-dry-shampoo-for-all-hair-types-breeze-50ml/p/BP_73710,4/15/2026
P559,Moisture & Revive Frangipani & Egg Protein Shampoo 700Ml,WATSONS,Shampoo,700Ml,28.9,"Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine",https://www.watsons.co.id/id/watsons-moisture-revive-frangipani-egg-protein-shampoo-700ml/p/BP_29439,4/15/2026
P560,L'Oreal Paris Elseve Color Protect 7 Weeks Protecting Shampoo 280ml,L'OREAL,Shampoo,280ml,70,,https://www.watsons.co.id/id/l-oreal-l-oreal-paris-elseve-color-protect-7-weeks-protecting-shampoo-280ml/p/BP_21469,4/15/2026
P561,Shampoo Anti Ketombe Cool Menthol Perawatan Rambut 400ml,HEAD & SHOULDER,Shampoo,400ml,98.5,"Air, Natrium Lauril Sulfat, Natrium Lauret Sulfat, Natrium Klorida, Glikol Distearat, Dimetikon, Zinc Karbonat, Natrium Xilenasulfonat, Kokamidopropil Betaina, Zinc Pirition, Pewangi, Mentol, Natrium Benzoat, Guar Hidroksipropiltrimonium Klorida, Magnesium Karbonat Hidroksida, Metilkkloroisotiazolinon, Metilisotiazolinon, CI 42090, CI 17200",https://www.watsons.co.id/id/head-shoulder-shampoo-anti-ketombe-cool-menthol-perawatan-rambut-400ml/p/BP_66881,4/15/2026
P562,Zinc Shampoo Hijab Active Perawatan Rambut Rontok Botol 340 ml,ZINC,Shampoo,340 ml,46.7,,https://www.watsons.co.id/id/zinc-zinc-shampoo-hijab-active-perawatan-rambut-rontok-botol-340-ml/p/BP_38204,4/15/2026
P563,Shampoo Anti Ketombe Cool Menthol Perawatan Rambut 840ml,HEAD & SHOULDER,Shampoo,840ml,190,"Air, Natrium Lauril Sulfat, Natrium Lauret Sulfat, Natrium Klorida, Glikol Distearat, Dimetikon, Zinc Karbonat, Natrium Xilenasulfonat, Kokamidopropil Betaina, Zinc Pirition, Pewangi, Mentol, Natrium Benzoat, Guar Hidroksipropiltrimonium Klorida, Magnesium Karbonat Hidroksida, Metilkkloroisotiazolinon, Metilisotiazolinon, CI 42090, CI 17200",https://www.watsons.co.id/id/head-shoulder-shampoo-anti-ketombe-cool-menthol-perawatan-rambut-840ml/p/BP_66883,4/15/2026
P564,L'Oreal Elseve Hyaluron Pure 72H Purifying Shampoo 280ml,L'OREAL,Shampoo,280ml,99.5,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Citric Acid, Cocamide MEA, Sodium Citrate, Sodium Xylenesulfonate, Fragrance, Dimethiconol, Sodium Benzoate, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Panthenol, Panthenyl Ethyl Ether, Persea Gratissima (Avocado) Oil, Methylchloroisothiazolinone, Methylisothiazolinone, CI 19140, CI 17200, CI 42090.",https://www.watsons.co.id/id/l-oreal-l-oreal-elseve-hyaluron-pure-72h-purifying-shampoo-280ml/p/BP_44811,4/15/2026
P565,PRO-V Shampoo Anti Ketombe 70ml,PANTENE,Shampoo,70ml,21,"WATER, SODIUM LAURYL SULFATE, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM XYLENESULFONATE, DIMETHICONE, GLYCOL DISTEARATE, FRAGRANCE, SODIUM CITRATE, COCAMIDE MEA, SODIUM CHLORIDE, BENZYL ALCOHOL, CLIMBAZOLE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CITRIC ACID, SODIUM BENZOATE, TETRASODIUM EDTA, PANTHENOL, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE",https://www.watsons.co.id/id/pantene-pro-v-shampoo-anti-ketombe-70ml/p/BP_72958,4/15/2026
P566,Aloe Vera Shampoo 100ml,NATURALS BY WATSONS,Shampoo,100ml,18.9,,https://www.watsons.co.id/id/naturals-by-watsons-aloe-vera-shampoo-100ml/p/BP_48144,4/15/2026
P567,Hair Energy Shampoo Aloe Melon 170ml,MAKARIZO,Shampoo,170ml,32.9,,https://www.watsons.co.id/id/makarizo-hair-energy-shampoo-aloe-melon-170ml/p/BP_72696,4/15/2026
P568,L'Oreal Paris Elseve Total Repair 5 Repairing Shampoo Hair Care 280ml,L'OREAL,Shampoo,280ml,91.5,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Perfume, Glycol Distearate, Phenoxyethanol, Sodium Chloride, Laureth-4, Panthenol, Sodium PCA, PEG-120 Methyl Glucose Dioleate, Chlorphenesin, Glycerin, Hydrolyzed Keratin, Disodium EDTA, Formic Acid",https://www.watsons.co.id/id/l-oreal-l-oreal-paris-elseve-total-repair-5-repairing-shampoo-hair-care-280ml/p/BP_21470,4/15/2026
P569,Shampoo Hyaluron Hairfall Control 155ml,DOVE,Shampoo,155ml,26,"Water, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Perfume, Dimethiconol, Sodium Benzoate, TEA-Dodecylbenzenesulfonate, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Laureth-23, Disodium EDTA, Benzophenone-4, Phenoxyethanol, Sodium Hyaluronate, Zinc Sulfate Heptahydrate, Iodopropynyl Butylcarbamate, Ceramide NG, Sodium Sulfate, Hydrolyzed Yeast Protein, Potassium Sorbate, CI 17200, CI 42090",https://www.watsons.co.id/id/dove-shampoo-hyaluron-hairfall-control-155ml/p/BP_64165,4/15/2026
P570,Shampoo Hair Fall Treatment 170ml,SERASOFT,Shampoo,170ml,19,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/serasoft-shampoo-hair-fall-treatment-170ml/p/BP_73373,4/15/2026
P571,Shampoo Black & Shine 450ml,EMERON,Shampoo,450ml,37.5,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/emeron-shampoo-black-shine-450ml/p/BP_46478,4/15/2026
P572,Clear Shampoo Anti Ketombe & Rambut Rontok 300ml,CLEAR,Shampoo,300ml,33.9,"Water, Sodium Laureth Sulfate, Dimethiconol, Cocamidopropyl Betaine, Sodium Chloride, Dimethicone, Perfume, Piroctone Olamine, Glycerin, Phenoxyethanol, Sodium Salicylate, Carbomer, Guar Hydroxypropyltrimonium Chloride, Mica, Citric Acid, TEA-Dodecylbenzenesulfonate, Niacinamide, TEA-Sulfate, Sodium Hydroxide, Poloxamer 407, Laureth-23, Titanium Dioxide, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Zinc Sulfate, Laureth-4, Glycine, PEG-4, Xanthan Gum, Potassium Sorbate, Propylene Glycol, Iodopropynyl Butylcarbamate, Glucose, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Sodium Sulfate, Panax Ginseng Root Extract, Lactic Acid, CI 19140",https://www.watsons.co.id/id/clear-clear-shampoo-anti-ketombe-rambut-rontok-300ml/p/BP_39304,4/15/2026
P573,Premium Moist & Repair Bundle Shampoo + Conditioner 450ml,TSUBAKI,Conditioner,450ml,299.8,"Tsubaki Premium Moist & Repair Conditioner 450 mL AQUA, STEARYL ALCOHOL, ISOPENTYLDIOL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, DIMETHICONE, CETYL ALCOHOL, ISOPROPYL ALCOHOL, FRAGRANCE, DIPROPYLENE GLYCOL, ISOPROPYL MYRISTATE, AMINOPROPYL DIMETHICONE, PEG-2 LAURATE, SODIUM BENZOATE, PHENOXYETHANOL, SODIUM METHYLTAURATE, SALICYLIC ACID, C13-16 ISOPARAFFIN, POLYSILICONE-13, STEARTRIMONIUM CHLORIDE, LAURTRIMONIUM CHLORIDE, C10-13 ISOPARAFFIN, DISODIUM EDTA, SQUALANE, CAMELLIA JAPONICA SEED OIL, CETRIMONIUM CHLORIDE, BUTYLENE GLYCOL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, AMODIMETHICONE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, PPG-2-DECETH-12, GLYCINE SOJA (SOYBEAN) SEED EXTRACT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, LACTIC ACID, SODIUM ACETYLATED HYALURONATE, TOCOPHEROL. Tsubaki Premium Moist & Repair Shampoo 450 mL AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL DISTEARATE, PEG-2 LAURATE, SODIUM SULFATE, FRAGRANCE, DIPROPYLENE GLYCOL, PHENOXYETHANOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LAURIC ACID, SODIUM BENZOATE, PROPYLTRIMONIUMCHLORIDE ACRYLAMIDE/DIMETHYLACRYLAMIDE COPOLYMER, SALICYLIC ACID, CITRIC ACID, DISODIUM EDTA, POLYQUATERNIUM-10, DIMETHICONOL, LAURTRIMONIUM CHLORIDE, SQUALANE, CAMELLIA JAPONICA SEED OIL, BUTYLENE GLYCOL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, SODIUM LAURYL SULFATE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, GLYCINE SOJA (SOYBEAN) SEED EXTRACT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, SODIUM ACETYLATED HYALURONATE, TOCOPHEROL.",https://www.watsons.co.id/id/tsubaki-premium-moist-repair-bundle-shampoo-conditioner-450ml/p/BP_61253,4/15/2026
P574,Emeron Shampoo Hair Fall Control 340ml,EMERON,Shampoo,340ml,29.9,"Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Glycol Distearate, Cocamidopropyl Betaine, Dimethiconol, Perfume, Dimethicone, Propylene Glycol, Argania Spinosa Kernel (Argan) Oil, Aloe Barbadensis (Aloe Vera) Leaf Extract, Panax Quinquefolium (Ginseng) Root Extract, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-10, Cocamide DEA, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Citric Acid, Sodium Hydroxide, TEA-Sulfate, Tetrasodium EDTA, TEA-Dodecylbenzenesulfonate, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone, Benzyl Alcohol, Iodopropynyl Butylcarbamate, DMDM Hydantoin, Panthenol (Vitamin B5), Panthenyl Ethyl Ether, Sodium PCA, Sodium Lactate, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Niacinamide, Calcium Pantothenate, Sodium Ascorbyl Phosphate (Vitamin C), Tocopheryl Acetate (Vitamin E Acetate), Pyridoxine HCL (Vitamin B6), Cyclotetrasiloxane, Cyclopentasiloxane, Cyclohexasiloxane, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Hydrogen Peroxide, C12-15 Pareth-3, Hexylene Glycol, CI 42090, CI 47005.",https://www.watsons.co.id/id/emeron-emeron-shampoo-hair-fall-control-340ml/p/BP_43239,4/15/2026
P575,Tsubaki Premium Volume & Repair Shampoo 450ml,TSUBAKI,Shampoo,450ml,149.9,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, PEG-2 LAURATE, SODIUM SULFATE, FRAGRANCE, DIPROPYLENE GLYCOL, ISOSTEARYL ALCOHOL, PHENOXYETHANOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM BENZOATE, PEG-60 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-10, SALICYLIC ACID, DISODIUM EDTA, SODIUM METHYL COCOYL TAURATE, LAURTRIMONIUM CHLORIDE, CITRIC ACID, ASPARTIC ACID, CAMELLIA JAPONICA SEED OIL, POLYQUATERNIUM-11, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, TAURINE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, SQUALANE, TOCOPHEROL.",https://www.watsons.co.id/id/tsubaki-tsubaki-premium-volume-repair-shampoo-450ml/p/BP_45140,4/15/2026
P576,Lavojoy Hold Me Tight Pro Shampoo 280ml,LAVOJOY,Shampoo,280ml,121.9,,https://www.watsons.co.id/id/lavojoy-lavojoy-hold-me-tight-pro-shampoo-280ml/p/BP_37059,4/15/2026
